name,position,company,description,linkedin_url
Jeffrey Stewart,Chief Business Development Officer,North American Health Care,Chief Business Development Officer North American Health Care,https://www.linkedin.com/in/jeffrey-stewart-9947504
Basak Ertan,,,Chief Revenue Officer at Radiology Partners,https://www.linkedin.com/in/basak-ertan-136a133
"Quanna Batiste, DNP, HCSM, RN, NEA-BC",,,Chief Nursing Officer Ambulatory Care at UCLA Health,https://www.linkedin.com/in/quanna-batiste-dnp-hcsm-rn-nea-bc-83657141
Richard Shemin,,,Chief of Cardiothoracic Surgery at UCLA Health System,https://www.linkedin.com/in/richard-shemin-b006b61
Susan Brown,Senior vice President Patient Care Services and Chief Nursing Officer,City of Hope,Senior Vice President Patient Care Services and Chief Nursing Officer at City of Hope,https://www.linkedin.com/in/susan-brown-14271219
"M. Dave Hanson, MSN, RN, ACNS-BC, NEA-BC",Chief Nursing Informatics Officer,Providence Health & Services,Chief Nursing Informatics Officer (CNIO),https://www.linkedin.com/in/m-dave-hanson-msn-rn-acns-bc-nea-bc-21181713
Dale Surowitz,Chief Executive Officer,Providence Tarzana Medical Center,Chief Executive Officer,https://www.linkedin.com/in/dale-surowitz-63899611
Gregory Williams,,,Chief Financial Officer at PIH Health,https://www.linkedin.com/in/gregory-williams-13a2241
"Dr. Sunny Bhatia, MD MMM FACC",Corporate Chief Medical Officer,Prime Healthcare,Chief Medical Officer at Prime Healthcare Services,https://www.linkedin.com/in/dr-sunny-bhatia-md-mmm-facc-175614117
Davis Lee,,,Chief Medical Information Officer at PIH Health,https://www.linkedin.com/in/davis-lee-a91aa22a
Elizabeth Benson Forer,Chief Executive Officer,Venice Family Clinic,Chief Executive Officer Venice Family Clinic,https://www.linkedin.com/in/elizabethbensonforer
Anirudh Pisharody,Chief Operations Officer,Black Velvet Films,Chief Operations Officer & Co-Founder of Black Velvet Films,https://www.linkedin.com/in/anirudh-pisharody-1a811aba
Chris Ishida,,,Chief Technical Officer at SurgeryOS,https://www.linkedin.com/in/chris-ishida-05472785
Kevin Lynch,,,Chief Information Officer at Los Angeles County Department of Health Services,https://www.linkedin.com/in/kevin-lynch-86043222
Howard Saner,,,Chief Executive Officer at Riverside Physician Network,https://www.linkedin.com/in/howard-saner-349b87a
Joan Brown,"Chief Data Officer, Department of Surgery",University of Southern California,Chief Data Officer,https://www.linkedin.com/in/joan-brown-234b9a7
Steve Ager,,,Chief Development Officer at National Veterinary Associates,https://www.linkedin.com/in/steve-ager-8033707
Lani Dickinson,,,Western Region Chief Nursing Executive at Tenet Healthcare,https://www.linkedin.com/in/lanidickinson
"Margarita Loeza, MD",,,Chief Medical Information Officer at Venice Family Clinic,https://www.linkedin.com/in/margarita-loeza-md-8061793
Scott Shulman,Chief Financial Officer,National Veterinary Associates,"Chief Financial Officer at National Veterinary Associates, Inc.",https://www.linkedin.com/in/scott-shulman-1045b11
Cathy Hughes,"Chief Operating Officer, Medicare Solutions",Centene Corporation & Health Net Inc.,"Chief Operating Officer, Medicare Solutions",https://www.linkedin.com/in/cathy-hughes-562a401
Melissa Howard,Chief Nurse Executive - Foothill Presbyterian Hospital and Intercommunity Hospital,Citrus Valley Health Partners,Chief Nurse Executive at Foothill Presbyterian Hospital,https://www.linkedin.com/in/melissa-howard-8a962b99
Barbara Zelinski,Regional Executive Director - Chief Operating Officer,Kaiser Permanente,Executive Director - Chief Operating Officer at Kaiser Permanente,https://www.linkedin.com/in/barbara-zelinski-7974b215
"Elizabeth Cochran, FACHE",,,Chief Operating Officer at Providence Health & Services,https://www.linkedin.com/in/elizabeth-cochran-fache-34163011
Roger Miller,,,Chief Marketing Officer at Shield Healthcare,https://www.linkedin.com/in/rogerpmiller
Debra Grant,,,Chief Nursing Executive at Kaiser Permanente,https://www.linkedin.com/in/debra-grant-8a924041
McLaughlin Kathryn,,,Chief Nursing Officer/Chief Operations Officer at Physicians for Healthy Hospitals Inc.,https://www.linkedin.com/in/mclaughlin-kathryn-b7991132
Andy Belichkov,,,Chief Operating Officer at St. Jacob Hospice,https://www.linkedin.com/in/andybelichkov
Cristal Ricks-Mackay,Chief Operating Officer,Banner Desert Medical Center & Cardon Childrens Jospital,Chief Operations Officer,https://www.linkedin.com/in/cristalmackay
"Jeremy Orr MD,MPH",,,Chief Medical Officer at Stanson Health,https://www.linkedin.com/in/jeremyorrmd
Mike Castillo,,,"Chief Strategy Officer, Physician Integration at Dignity Health",https://www.linkedin.com/in/mike-castillo-3917b74
Clifford Daniels,,,Senior Vice President / Chief Strategy Officer at Methodist Hospital of Southern California,https://www.linkedin.com/in/clifford-daniels-b3bb7962
"Tae Kim, M.D.",Chief Medical Officer,"University of California, Riverside School of Medicine","UC Riverside SOM - Chief Medical Officer, UCR Health",https://www.linkedin.com/in/tae-kim-m-d-5078535a
David Morony,Chief Financial Officer,Casa Colina Hospital and Centers for Healthcare,Chief Financial Officer - Casa Colina Hospital and Centers for Healthcare,https://www.linkedin.com/in/david-morony-58076920
John Blenkinsopp,,,Chief Nursing Officer / Administrator at Chino Valley Medical Center,https://www.linkedin.com/in/john-blenkinsopp-33750619
Vincent Trac,,,District Chief Operating Officer at Kindred Healthcare,https://www.linkedin.com/in/vincent-trac-8255b418
Wah-chung Hsu,,,Chief Financial Officer at San Antonio Community Hospital,https://www.linkedin.com/in/wah-chung-hsu-254b2216
Austin Manning,,,Chief Operating Officer at Los Robles Hospital and Medical Center,https://www.linkedin.com/in/austin-manning-a77b197
"Derek Berz, MHA, CMAC, FACHE",,,"Senior Vice President, Chief Administrative Officer at Torrance Memorial Medical Center",https://www.linkedin.com/in/derek-berz-mha-cmac-fache-a13ab45
Paul Biberkraut,,,VP Finance & Chief Financial Officer at Inter Valley Health Plan,https://www.linkedin.com/in/paul-biberkraut-8b01683
Olaf Neumann,,,"Chief Operations Officer/Chief Information Officer at Inland Behavioral and Health Services, Inc.",https://www.linkedin.com/in/olafn
Hal Yee,,,Chief Medical Officer at Los Angeles County Department of Health Services,https://www.linkedin.com/in/hal-yee-b9532bb8
James Uli,,,Chief Financial Officer at Providence St. Johns Health Center,https://www.linkedin.com/in/james-uli-89890036
Nick Lymberopoulos,Chief Financial Officer - Hospital Division,"Providence Health & Services, Southern California",Chief Financial Officer - Hospital Division at Providence Health & Services - Southern California,https://www.linkedin.com/in/nick-lymberopoulos-08343a16
Paul Hudson,Chief Administrative Transformation Officer,USC University Hospital,Chief of Revenue Cycle Operations at Keck Medicine of USC,https://www.linkedin.com/in/paul-hudson-0a9367
Paul Steinke,,,Chief Financial Officer at Providence Holy Cross Medical Center,https://www.linkedin.com/in/paul-steinke-41b0a18
Guillermo Diaz,Chief Medical Information Officer,Los Angeles Department of Health Services - Ambulatory Care Network,Chief Medical Information Officer at the Los Angeles Department of Health Services - Ambulatory Care Network,https://www.linkedin.com/in/guillermo-diaz-90a0398
Dustin Tyler,Chief Operations Officer & Co-Founder,MeboGlobal,Chief Operations Officer & Co-Founder at HarmonyHealthPlus+ & MeBoGlobal,https://www.linkedin.com/in/dustin-tyler-a5a049127
"Adel Syed, MPPA",,,Chief Development Officer at UMMA COMMUNITY CLINIC,https://www.linkedin.com/in/adelsyed
Karen Faulis,,,Chief Executive Officer at Hi Desert Medical Center,https://www.linkedin.com/in/karen-faulis-03790422
Janet Nix,,,Chief Organizational Development Officer at IEHP,https://www.linkedin.com/in/janet-nix-63893918
Larissa Stepanians,,,Chief Operating Officer at Los Angeles Jewish Home,https://www.linkedin.com/in/larissa-stepanians-713a097
Rhonda Bean,Chief Operations Officer,"Los Angeles Department of Health Services (Martin Luther King Jr., Outpatient Center)",Chief Operations Officer,https://www.linkedin.com/in/rhonda-bean-013a066
Gabe Bullaro,,,Associate Chief Operating Officer at Los Robles Hospital and Medical Center,https://www.linkedin.com/in/gabe-bullaro-711a73
Roland Santos,,,Chief Nursing Officer at Sherman Oaks Hospital,https://www.linkedin.com/in/roland-santos-143a80115
Howard Davis,Chief Medical Officer,Providence Health & Services,Chief Medical Officer,https://www.linkedin.com/in/howard-davis-58b91980
Amit Dhyani CSM SSBBP,Sr. Director & Chief of Staff,Kaiser Permanente,"Sr. Director / Chief of Staff, Strategy & Operations",https://www.linkedin.com/in/amitdhyani
Michelle Sayre,Chief Nursing Officer,Ventura County Medical Center,Chief Nursing Officer,https://www.linkedin.com/in/michelle-sayre-8627b219
Tracey Fernandez,,,Vice President/Chief Financial Officer at St. Mary Medical Center,https://www.linkedin.com/in/tracey-fernandez-45841112
Helene Beilman-Werner,Chief Executive Officer,"ZYMEDA Provider Solutions, Inc.",Chief Executive Officer,https://www.linkedin.com/in/helene-beilman-werner-8637559
"Mark Gamble, FACHE",,,Senior Vice President/Chief Operating Officer at Hospital Association of Southern California,https://www.linkedin.com/in/mark-gamble-fache-285653139
Deborah Berry,,,"Senior Vice President of Quality and Patient Safety; Chief Quality Officer at Prospect Medical Holdings, Inc.",https://www.linkedin.com/in/deborah-berry-9547a171
Jonathan Rodrigues,Chief Business Officer,Allzone Management Solutions,Chief Business Officer - Allzone Management Solutions,https://www.linkedin.com/in/jonathan-rodrigues-92020956
Carl J. Flanagan,,,Chief Financial Officer & Compliance Officer at La Paz Regional Hospital,https://www.linkedin.com/in/carl-j-flanagan-13576824
"Leslie Jakubovich, ITIL, CBET, ICC",,,Associate Director Biomedical Engineering Chief Technology Office at CHLA,https://www.linkedin.com/in/leslie-jakubovich-itil-cbet-icc-97156724
Richard Dick Allen,,,Chief Executive Officer at Palmdale Regional Medical Center,https://www.linkedin.com/in/richardleeallen
"Eva Balint, MD, MS",,,"Interim Chief Medical Officer, PHS Southern California Medical Groups and Foundations at Providence Health & Services",https://www.linkedin.com/in/eva-balint-md-ms-08a86713
Paul Watkins,,,"Chief Administrative Officer, Santa Monica - UCLA Medical Center at UCLA Health System",https://www.linkedin.com/in/paul-watkins-358aa011
Nzhde Agazaryan,Chief of Clinical Medical Physics,UCLA Health System,Professor of Radiation Oncology and Chief of Clinical Medical Physics at UCLA,https://www.linkedin.com/in/nzhde-agazaryan-a804431
Elizabeth Cabana,Chief Emergency Medicine Scribe,ScribeAmerica,Chief Emergency Medicine Scribe at Cedars-Sinai Marina del Rey Hospital,https://www.linkedin.com/in/elizcabana
Harmik Soukiasian,"Chief, Thoracic Surgery. Cedars-Sinai Medical Center",Cedars-Sinai,"Chief, Thoracic Surgery. Cedars-Sinai Medical Center",https://www.linkedin.com/in/harmik-soukiasian-0a978457
Bernard Klein,,,Chief Executive at Providence Holy Cross Medical Center,https://www.linkedin.com/in/bernard-klein-80ba3b38
Julie Hudman,,,Chief Executive Officer at Saban Community Clinic,https://www.linkedin.com/in/julie-hudman-70504128
Deborah Carver,Chief Nursing Officer,Providence Health & Services,Chief Nursing Officer,https://www.linkedin.com/in/deborah-carver-29314b1
Keith wilson,,,Chief Medical Officer at Molina Healthcare,https://www.linkedin.com/in/keith-wilson-24b261110
"Joe Chaffin, MD",Chief Medical Officer,LifeStream Blood Center,"Creator and Editor, Blood Bank Guy (BBGuy.org); Chief Medical Officer, LifeStream Blood Center",https://www.linkedin.com/in/joechaffin
Annette Greenwood,Chief Nursing Officer,HCA Far West Division,Chief Nursing Officer Riverside Community Hospital HCA,https://www.linkedin.com/in/annette-greenwood-30435b3a
Nawaz Jadavji,,,Chief Analytics Officer at AMC Health,https://www.linkedin.com/in/nawazj
Matt Haberman,Chief Information Officer,Medical Specialties Managers,,https://www.linkedin.com/in/matt-haberman-69a1007
Christopher Keene,Executive Director & Chief of Staff - Regional Information Technology Operations (RITO),Kaiser Permanente Information Technology,"Executive Director & Chief of Staff, Kaiser Permanente IT",https://www.linkedin.com/in/christopherkeene1
Ginny Kim,VP Corporate Integrity Program and Chief Compliance Officer,Cedars-Sinai Health System,VP Corporate Integrity Program and Chief Compliance Officer at Cedars-Sinai Medical Center,https://www.linkedin.com/in/ginny-kim-64ba4b1
Karen Hansberger,Chief Medical Officer,White Memorial Medical Center,Chief Medical Officer,https://www.linkedin.com/in/karen-hansberger-57225367
Luis Castro,,,Chief Human Resources Officer at El Centro Regional Medical Center,https://www.linkedin.com/in/luis-castro-4599b051
Winston Doerschuk,,,Chief Executive Officer at Kick Addiction LLC,https://www.linkedin.com/in/winston-doerschuk-460774103
Lakshmi Dhanvanthari,,,Chief Medical Officer at Health Plan of San Joaquin,https://www.linkedin.com/in/lakshmi-dhanvanthari-09b65972
Dr. David Swearingen,"Optometrist, Chief of Staff",Spectrum Eyecare Optometry Inc,"Chief of Staff Spectrum Eyecare, Statewide Director; Board of Directors Spectrum Medical Mgmt",https://www.linkedin.com/in/dr-david-swearingen-92659a34
Patrick Reinhard,,,Chief Clinical Officer at Promise Healthcare East LA/Suburban,https://www.linkedin.com/in/patrick-reinhard-519b8524
Jon Zilkow,Chief Financial Officer,Southwest Healthcare System at UHS,Chief Financial Officer - Southwest Healthcare System at UHS,https://www.linkedin.com/in/jon-zilkow-766781a
Terry Pickering,,,"Chief of Clinical Applications, Associate Administrator of Nursing and Clinical Informatics at University of Southern California",https://www.linkedin.com/in/terry-pickering-225687a
Richard Frankenstein,Chief Medical Officer,Hollywood Presbyterian Medical Center,Chief Medical Officer,https://www.linkedin.com/in/richard-frankenstein-b9b89a9
Eileen Fisler,Chief Financial Officer,Palmdale Regional Medical Center,Chief Financial Officer,https://www.linkedin.com/in/eileen-fisler-0b65ba9
"Sommer Kaskowitz, MSN, FNP-BC",Chief Clinical Officer,Central City Community Health Center,Chief Clinical Officer & Chief Nursing Officer at Central City Community Health Center,https://www.linkedin.com/in/sommer-kaskowitz-msn-fnp-bc-9a474b8
Ruth Watson,,,Chief Operating Officer at Gold Coast Health Plan,https://www.linkedin.com/in/ruth-watson-0968797
Mike Runquist,Chief Compliance Officer,Retina Institute of California/Acuity Eye Specialists,Chief Compliance Officer at Retina Institute of California,https://www.linkedin.com/in/mike-runquist-5387475
David Cantrell,,,"Chief Financial Officer at West Hills Hospital, HCA",https://www.linkedin.com/in/david-cantrell-9795595
John Fisher,,,"Chief Medical Officer at Martin Luther King, Jr. Community Hospital",https://www.linkedin.com/in/john-fisher-8983455
Shawn Sheffield,Chief Strategy and System Devlopment Officer,Keck Medical Center of USC,Chief Strategy and System Development Officer at Keck Medicine of USC,https://www.linkedin.com/in/shawn-sheffield-0196aa54
Kevan Pickrel,Chief Medical Officer,Sound Physicians,Regional Chief Medical Officer,https://www.linkedin.com/in/kevan-pickrel-75732b50
James Theiring,,,Chief Executive Officer at Mission Community Hospital,https://www.linkedin.com/in/james-theiring-30a5053
"Carol Howland MSN, RN, NE-BC",Chief Nurse Executive,Kaiser Permanente Baldwin Park Medical Center,Chief Nurse Executive,https://www.linkedin.com/in/carol-howland-msn-rn-ne-bc-46651934
"Mark A. Urquhart,MBA",Chief Operating Officer,Kaiser Permanente,"Chief Operating Officer ,Kaiser Permanente SCAL, South Bay",https://www.linkedin.com/in/mark-a-urquhart-mba-92227224
Doug Kleam,,,Administrator/Chief Operating Officer at Providence Holy Cross Medical Center,https://www.linkedin.com/in/doug-kleam-53a5a614
Ernie Schwefler,,,Chief Contracting Officer at Keck Medicine of USC,https://www.linkedin.com/in/ernie-schwefler-b07685
Judy Pugach,Chief Nursing Officer,PIH Health,Chief Nursing Officer,https://www.linkedin.com/in/judy-pugach-4a88968
Seth Ellis,,,Chief Operating Officer at Exer - More Than Urgent Care,https://www.linkedin.com/in/seth-ellis-046a956
Dr. Meaghan Ellis,"Chief, Community Health and Nursing Services, FQHC Health Center Director",San Bernardino County Department of Public Health,"Chief, Community Health and Nursing Services",https://www.linkedin.com/in/dr-meaghan-ellis-75a506111
Elizabeth Zuanich,,,South Bay Chief Financial Officer at Providence Health & Services,https://www.linkedin.com/in/elizabeth-zuanich-b2627051
Neil Rotter,,,Chief Strategy Officer at Accredited Home Health Services,https://www.linkedin.com/in/neil-rotter-a1163218
Samuel A. Skootsky,Chief Medical Officer,UCLA Faculty Practice Group & Medical Group (UCLA Health),Chief Medical Officer UCLA Faculty Practice Group & Medical Group (UCLA Health),https://www.linkedin.com/in/samuel-a-skootsky-78097510
Joe Acosta,Chief Operating Officer,Wilmington Community Clinic,"Chief Operating Officer, Wilmington Community Clinic",https://www.linkedin.com/in/joe-acosta-0ab35a7
Deborah Pease,Associate Administrator Professional Services & Chief Compliance Officer,Arrowhead Regional Medical Centerr,Associate Administrator Professional Services & Chief Compliance Officer at Arrowhead Regional Medical Center,https://www.linkedin.com/in/deborah-pease-5991607
Justin Rice,Internal Medicine/Pediatrics Chief Resident,University of Southern California/LAC+USC Medical Center,Internal Medicine/Pediatrics Chief Resident Physician at University of Southern California/LAC+USC Medical Center,https://www.linkedin.com/in/justinpaulrice
Belle Nishimura,,,"Chief Operating Officer at White Wings Hospice , Inc",https://www.linkedin.com/in/belle-nishimura-98049b125
Raffi Tchamanian,Chief Financial Officer,Prime MSO | Prime Surgical Affiliates | Advanced Surgical Centers,"Chief Financial Officer, IT/IS at Prime Management",https://www.linkedin.com/in/raffitchamanian
Aries Limbaga,Chief Clinical Officer/ Chief Nursing Officer,Rancho Los Amigos National Rehabilitation Center,Chief Clinical Officer/ Chief Nursing Officer--Rancho Los Amigos Medical Center,https://www.linkedin.com/in/aries-limbaga-3885755
Robert Carpino,Chief Compliance Officer,Company Confidential,Chief Compliance Officer,https://www.linkedin.com/in/robert-carpino-a365232
Trevor van Mierlo,Chief Data Scientist,PhenoTraits,"Chief Scientific Officer at Evolution Health Systems, Chief Data Scientist at PhenoTraits",https://www.linkedin.com/in/tvanmierlo
Gerald R Ferreras,Owner/Chief Operating Officer,California Billing Solutions,Owner/Chief Operating Officer,https://www.linkedin.com/in/gerald-r-ferreras-98098793
Delphine Lee,,,Chief and Program Director at Harbor-UCLA Medical Center/Los Angeles Biomedical Institute,https://www.linkedin.com/in/delphine-j-lee-md-phd
Chan Chuang,Chief Clinical Officer,HealthCare Partners,Chief Clinical Officer at DaVita Medical Group,https://www.linkedin.com/in/chan-chuang-70b21628
Steven Barlam,Chief Professional Officer,LivHOME,"Chief Professional Officer, Co Founder at LivHOME",https://www.linkedin.com/in/steven-barlam-36a95712
"Phillip Gruber, MD",,,Chief Medical Information Officer at LAC+USC Medical Center,https://www.linkedin.com/in/phillip-gruber-md-67a16711
Larry Oliver,Chief Administrative Officer,Kaiser Permanente,"Chief Administrative Officer , Southern California Permanente Medical Group",https://www.linkedin.com/in/larry-oliver-28a4b7a
"Liansong CHEN, MD, FCAP","Chief of Pathology, Medical Director of Clinical Laboratory of Central Valley Medical Center",Kaiser Permanente,Chief of Pathology at Kaiser Permanente,https://www.linkedin.com/in/liansong-chen-md-fcap-4561046
Brad Selby,,,"Chief Administrative Officer, Dept. of Surgery at University of Southern California",https://www.linkedin.com/in/brad-selby-53256a2
"Barsam Kasravi,MD, MPH, MBA",Regional Vice President and Chief Medical Officer,Anthem,"Chief Medical Officer, CA Medicaid, Anthem",https://www.linkedin.com/in/barsam-kasravi-md-mph-mba-6789b5
Chinhnam Hathuc,,,Chief Medical Officer at East Valley Community Health Center,https://www.linkedin.com/in/chinhnam-hathuc-38125190
Maghami Ellie,"Chief, Division of Head and Neck Surgery",City of Hope,Chief of Head and Neck Surgery at City of Hope,https://www.linkedin.com/in/maghami-ellie-5539613a
Cari Toneck,,,Chief Compliance and Risk Officer at Methodist Hospital of Southern California,https://www.linkedin.com/in/caritoneck
"Glenn Irani, M.D.","Chief Physician Executive, SoCal Service Area and Chief Medical Officer, Northridge Hospital",Dignity Health,"Chief Physician Executive, Dignity Health Southern California Service Area",https://www.linkedin.com/in/glenn-irani-m-d-97998720
Barbara Tenneson,,,Chief Nursing Officer at Huntington Beach Hospital,https://www.linkedin.com/in/barbara-tenneson-8453031a
Sandie Taylor,,,Chief Operating Officer at Accountable Health Care IPA,https://www.linkedin.com/in/sandie-taylor-2b304b12
Teresa David,,,Chief Operating Officer at Facey Medical Foundation,https://www.linkedin.com/in/teresa-david-3b7b3011
Manoj Shah,,,"Chief at Pediatric Gastroenterology, Loma Linda University",https://www.linkedin.com/in/manoj-shah-8663b011
Peter Bechtel,,,Assistant Chief Learning Officer at Kaiser Permanente,https://www.linkedin.com/in/peter-bechtel-bb43905
Mary Bacaj,Chief of Staff,Conifer Health Solutions,Chief of Staff at Conifer Health Solutions - Value Based Care,https://www.linkedin.com/in/marybacaj
Eric Kaw,,,Chief Executive Officer at National Practice Solutions,https://www.linkedin.com/in/dental
Punit Bavishi,,,Chief Resident Attending Physician at Dignity Health,https://www.linkedin.com/in/punit-bavishi-b59878132
Kevin Brown,,,Chief Executive Officer at La Paz Regional Hospital,https://www.linkedin.com/in/kevin-brown-70162696
"Shawn Curtis, MHA",Chief Financial Officer,Choice Medical Group / Choice Physicians Network,Chief Financial Officer,https://www.linkedin.com/in/shawn-curtis-mha-59383970
Kristen Johnson,Chief Nursing Officer,Southwest Healthcare System,Chief Nursing Officer at Southwest Healthcare System,https://www.linkedin.com/in/kristen-johnson-a9627b30
Shirion Simmons,Chief Technology Officer,Riverside Uninversity Health System,Chief Technology Officer at Riverside University Health System,https://www.linkedin.com/in/shirionsimmons
Steve Wattson,Chief Business Development Officer,BillingParadise d/b/a MedicalBillingStar,Chief RCM/PM Consultant at BillingParadise/PracticeBridge,https://www.linkedin.com/in/steve-wattson-9b7a2a12
Michelle Nowicki RN MSN NEABC,Chief Operating Officer,Kaiser Permanente Baldwin Park,Chief Operating Officer,https://www.linkedin.com/in/michelle-nowicki-rn-msn-neabc-37278b
"Anita Zamora, RN, MSN, CNS",,,Chief Operations Officer at Venice Family Clinic,https://www.linkedin.com/in/anita-zamora-rn-msn-cns-a1a155a
Chris Mijares,,,Chief Financial Officer at LA Laser Center,https://www.linkedin.com/in/chris-mijares-79a5017
Ari Nagler,,,Chief Executive Officer at Emergent Medical Associates,https://www.linkedin.com/in/ari-nagler-62a3266
Angela Ahsan,Director of Strategic Initiatives / Chief of Staff for Specialty Businesses,"Anthem, Inc.","Director of Strategic Initiatives / Chief of Staff for Specialty Businesses at Anthem Inc., MBA, PMP, SCPM, CSM",https://www.linkedin.com/in/pmprofessionalaahsan
Jonathan Christie OD FAAO,"Chief of Optometry, Los Angeles Medical Center",Kaiser Permanente,Chief of Optometry at Kaiser Permanente Los Angeles,https://www.linkedin.com/in/jonathan-christie-od-faao-993526
Susan Flaming,Chief Nursing Officer,Casa Colina,Chief Nursing Officer - Family Nurse Practitioner,https://www.linkedin.com/in/susan-flaming-312268112
Arby Nahapetian,Regional Chief Medical Officer,Adventist Health,Regional Chief Medical Officer and SVP at Adventist Health-Southern California Region,https://www.linkedin.com/in/arby-nahapetian-42572791
Nina J. Park MD,"Chief Executive Officer, Ambulatory Care Network",Los Angeles County Department of Health Services,Chief Executive/Medical Officer at Los Angeles County Department Health Services Ambulatory Care Network,https://www.linkedin.com/in/nina-j-park-md-464a117a
Debra Fields,,,Chief Risk Officer at City of Hope,https://www.linkedin.com/in/debra-fields-57801a70
Pamela Giesie,,,Associate Chief Nursing Officer at City of Hope,https://www.linkedin.com/in/pamelagiesie
Lubna Al-Ayed,Chief Financial Officer,Regal Medical Group/Lakeside Medical Group and Affiliated Doctors of Orange County,"Chief Financial Officer at Regal Medical Group, Lakeside Community HealthCare and Affiliated Doctors of Orange County",https://www.linkedin.com/in/lubna-al-ayed-72266236
Patrick Silvestri,,,"Chief Facilities Development Officer at Prime Healthcare Management, Inc",https://www.linkedin.com/in/patrick-silvestri-4116a11
Robert Chilton,Chief Operating Officer,Ovation Fertility,Chief Operating Officer at Ovagen Fertility,https://www.linkedin.com/in/chiltonbo
"Tony Hung, M.D., M.B.A.",Chief Resident,Olive View - UCLA Medical Center,Director of Innovation & Business Development at UCLA Center for East West Medicine | Chief Resident at UCLA-Olive View,https://www.linkedin.com/in/tony-hung-m-d-m-b-a-2593021
"Holly Nagatoshi, MSN Ed, RN",Chief Nursing Officer,San Dimas Community Hospital,"Chief Nursing Officer, San Dimas Community Hospital",https://www.linkedin.com/in/holly-nagatoshi-msn-ed-rn-27ab8817
Haady Lashkari,,,"Chief Administrative Officer, Ojai Valley Community Hospital at Community Memorial Health System",https://www.linkedin.com/in/haady-lashkari-93997b9
Zee Apelian,,,Chief Administrative Officer at Kaiser Permanente,https://www.linkedin.com/in/zee-apelian-8a555b6
Ellen Silver,,,Chief Executive Officer at ParkTree Community Health Center,https://www.linkedin.com/in/ellen-silver-a2a28a4
Chad Druten,,,"Chief Operating Officer at Emergency Ambulance Service, Inc.",https://www.linkedin.com/in/chad-druten-54bb701
"Jodi Hein, DNP, MHA, RN, NEA-BC",,,Vice President and Chief Nursing Executive at Dignity Health- St. Mary Medical Center- Long Beach,https://www.linkedin.com/in/jodi-hein-dnp-mha-rn-nea-bc-1a851080
Jonar de Guzman,Chief Resident Attending Physician,Dignity Health,Chief Resident Attending Physician,https://www.linkedin.com/in/jonar-de-guzman-197ba657
Krist Azizian,Chief Pharmacy Officer,University of Southern California,Chief Pharmacy Officer Keck Medicine of USC,https://www.linkedin.com/in/krist-azizian-511b8150
EM Garcia,Administrator | Chief Nursing Officer,Encino Hospital Medical Center | Sherman Oaks Hospital,Hospital Administrator/Chief Nursing Officer,https://www.linkedin.com/in/doctorem1974
Tyler R. Salcido,,,Interim Chief Financial Officer at El Centro Regional Medical Center,https://www.linkedin.com/in/tyler-r-salcido-6232a429
Suresh Bhatia,Chief Administrative Officer,"The Urology Center of Southern California Medical Group, Inc",Chief Administrative Officer,https://www.linkedin.com/in/suresh-bhatia-39126a25
James Leo,,,Chief Medical Officer at MemorialCare Health System,https://www.linkedin.com/in/james-leo-3a844923
Nicole Tran,Chief Academic Officer,Tri-County Allied Health School,"BS, RHIA, CCS; Project Manager; Chief Academic Officer",https://www.linkedin.com/in/nicole-tran-6a0b9721
Scott Wartelle,,,Chief Financial Officer at Tenet - Hi Desert Medical Center,https://www.linkedin.com/in/scott-wartelle-91481811
Peggy Chulack,,,Chief Administrative Officer at PIH Health,https://www.linkedin.com/in/peggy-chulack-719829
Laurel Junk,,,Chief Supply Chain and Procurement Officer at Kaiser Permanente,https://www.linkedin.com/in/laurel-junk-3696749
Kris Giordano,,,Executive Vice President/Chief Administrative Officer at Pacific Clinics,https://www.linkedin.com/in/kris-giordano-1729064
Shannon McClenton,Chief Administrative Officer,David Geffen School of Medicine at UCLA and UCLA College of Life Sciences,Chief Administative Officer at UCLA,https://www.linkedin.com/in/shannon-mcclenton-903a243
Marsha Chan,Chief Administrative Officer & Corporate Responsibility Officer (Independent Contractor),Cynosure Health,"Chief Administrative Officer, Cynosure Health",https://www.linkedin.com/in/marshachan
"Robert Cubas, M.D.",,,Chief General Surgery Resident at Loma Linda University Health,https://www.linkedin.com/in/robert-cubas-m-d-2982b0b4
"Gilbert Salinas, MPA","Chief Clinical Officer, RLANRC-Acting Director Performance Improvement, LA DHS","Rancho Los Amigos National Rehabilitation Center, Los Angeles County DHS","Chief Clinical Officer RLANRC, Acting Director of Performance Improvement LA DHS, IHI Faculty",https://www.linkedin.com/in/gilbert-salinas-mpa-03a97458
Sandra Hernandez,,,Chief Nurse Executive at Kaiser Permanente,https://www.linkedin.com/in/sandra-hernandez-87140155
Cindy Cameron,Chief Financial Officer/Vice President of Finance,"VNA Hospice & Palliative Care of Southern California, Community Hospice Victor Valley, Arbor Hospice","Chief Financial Officer/Vice President of Finance for Hospice, Managed Care, Palliative Care, Home Health, Private Duty",https://www.linkedin.com/in/cindy-cameron-b214a045
Dr. Donald Wenzler,,,Chief Nursing Officer at Antelope Valley Hospital,https://www.linkedin.com/in/dr-donald-wenzler-83a2a029
Peter Miller,,,Chief Financial Officer at North Vista Hospital,https://www.linkedin.com/in/peter-miller-47649623
