name,position,company,description,linkedin_url
b'Ryan Teal',b'',b'',b'Architect - Office of the CTO / Chairman - Nationwide Technology Standards Board',b'tps://www.linkedin.com/in/ryanteal'
b'Jonny Roller',b'',b'',"b'CTO at E Space Communications, Inc.'",b'tps://www.linkedin.com/in/jonny-roller-36b1b75'
b'LinkedIn Member',b'CTO',"b'Cyclops Pittsburgh, Inc.'",b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'Tom Daft',b'CTO',b'SoftArt LLC',b'Owner/President/CTO SoftArt LLC',b'tps://www.linkedin.com/in/tom-daft-4b3aa29'
b'LinkedIn Member',b'',b'',b'',b''
b'Ed Boehnlein',b'',b'',b'CTO at SentrySafe Services',b'tps://www.linkedin.com/in/ed-boehnlein-b2baa9b3'
b'John Gard',b'',b'',b'Co-Owner & CTO at Incito Solutions',b'tps://www.linkedin.com/in/john-gard-52a0b988'
b'LinkedIn Member',b'',b'',b'',b''
b'Scott Emmelhainz',b'CTO',b'NMP Technology',"b'CTO & Founder, NMP Technology'",b'tps://www.linkedin.com/in/scott-emmelhainz-97b11437'
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'CTO',b'Biomedical Laboratory',b'',b''
b'Justin Brown',b'',b'',b'C.T.O. at Murphy-Brown Computers LLC',b'tps://www.linkedin.com/in/justin-brown-210190b7'
b'LinkedIn Member',b'CTO/Chief Architect',b'Cornerstone Communications',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'Mark Deek',b'',b'',b'CTO at Megalotech',b'tps://www.linkedin.com/in/mark-deek-a4aa5b10'
b'LinkedIn Member',b'',b'',b'',b''
b'Anthony Poly',b'CTO',b'BOOST Rewards (a division of Shumsky Enterprises)',b'CTO at Shumsky',b'tps://www.linkedin.com/in/anthonypoly'
b'Daniel Carns',b'CTO',b'Pronto Systems',b'Co-Founder and CTO at Pronto Systems',b'tps://www.linkedin.com/in/daniel-carns-7b2b60a4'
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'CTO',b'Group Midwest',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'Tom Daft',b'',b'',"b'President, CTO at SoftArt LLC'",b'tps://www.linkedin.com/in/tomdaft'
b'LinkedIn Member',b'CTO',b'Computelligence LLC',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'CTO',b'Teradata Americas Consulting',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'CTO',b'Trinary Systems Inc.',b'',b''
b'LinkedIn Member',b'CTO Worldwide IBM Eagle Team - IT Economics Practice',b'IBM',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'Paul Mikulski',b'',b'',"b'President & CTO at Cyberlogic Technologies, Inc.'",b'tps://www.linkedin.com/in/paul-mikulski-26912a16'
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'CTO',"b'Ideal Conditions, Inc.'",b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'LinkedIn Member',b'President and CTO',b'Tech EXPO-JPM Group',b'',b''
b'LinkedIn Member',b'',b'',b'',b''
b'Tim Cunningham',"b'CTO, Managing Director'",b'JPMorgan Chase',"b'Chief Information Officer, Grange Insurance'",b'tps://www.linkedin.com/in/tim-cunningham-6a058510'
b'Jason Prater',b'Technical Adviser/CTO',"b'TriPi Connected Tech, Inc.'","b'President at Creo Solutions, LLC'",b'tps://www.linkedin.com/in/jasonprater13'
b'Ken Faw',"b'CTO, Strategist, Agile Coach'",b'Loose Neurons LLC',b'Intrapreneur and Executive',b'tps://www.linkedin.com/in/kenfaw'
b'Rick Wehrle',b'CTO & Founder',b'Work Here LLC',"b'Founder of WorkHere, the hyper local talent pipeline for the mobile generation.'",b'tps://www.linkedin.com/in/wehrle'
b'Patrick Sullivan',b'CTO',"b'HYBRIDMEDIA, LLC'","b'Leading the discovery, design & delivery of user-centered products and services at Wastebits'",b'tps://www.linkedin.com/in/patrick-sullivan-5a15108'
b'Sanjay Khunger',b'Senior VP and CTO',b'Harland Clarke Holdings',b'Senior Technology and Innovation Executive',b'tps://www.linkedin.com/in/skhunger'
b'Michael Deittrick',"b'Global CTO, Travel & Transportation Industry'",b'DXC Technology',b'Helping companies derive real value through digital platform strategies that result in improved business outcomes',b'tps://www.linkedin.com/in/mdtricky'
b'Tom Murphy',b'CIO/CTO/Director - University Leadership Committees',b'University of Michigan - ICPSR',"b'Technology Advisor to the CEO at KloudScript, Inc.'",b'tps://www.linkedin.com/in/murphscv'
b'Steve Craig',b'Founder | VP Director CTO IT E-Commerce',b'Leaders in IT E-Commerce in the Washington D.C. Metro Area',"b'An excellent Senior Director that acts with urgency, can anticipate needs and make a connection with those around him.'",b'tps://www.linkedin.com/in/scraig'
b'Jitesh Shah',b'CTO & Partner',b'Vixta Solutions',b'Executive Leader | CxO Strategist | Board Advisor | Innovation | Enterprise Architecture | TOGAF | SOACP | SCRUM',b'tps://www.linkedin.com/in/jiteshsshah'
b'Charles Briggs',b'Interim CTO',b'Serpstat.com',"b'I help SEO specialists and agencies to do their job cost efficiently, more productive, and less time consuming'",b'tps://www.linkedin.com/in/charles-briggs-554963125'
b'Bruce Freshwater',b'CTO',b'Sierra Data Centers',"b'CEO, Sierra Experts'",b'tps://www.linkedin.com/in/bfresh'
b'MarvinToll at PED Central',b'CTO - Part-time',b'Pattern Enabled Development (PED)',b'pedCentral.com',b'tps://www.linkedin.com/in/marvintoll'
b'Dan Houseman',b'CTO',b'Bunny Paige',b'Machine Learning Engineer at Drips',b'tps://www.linkedin.com/in/danhouseman'
b'Jim Welch',b'Consultant - Contract CTO',"b'Freelance: on-demand, location based services, mapping, and telematics'",b'Mobility Services | Location Based Services | Connected Car | Autonomous Driving | Mobile',b'tps://www.linkedin.com/in/jimwelch'
b'Doug Donohoe',b'CTO',b'numo LLC',b'Hands-on Software Leader and Developer',b'tps://www.linkedin.com/in/dougdonohoe'
b'Kevin Hiser',b'CTO',b'Per Diem Plus',"b'Startup ""Swiss Army Knife"" helping launch and grow over 50+ startups.'",b'tps://www.linkedin.com/in/khiser'
b'Jonathan Viet Q. Pho',b'Co-Founder and CTO',"b'Ecosystems of Innovation, LLC'","b'Ecosystems of Innovation. Capital Investment, Project Management and Innovation Leadership'",b'tps://www.linkedin.com/in/jonathanvqpho'
b'Jason Grim',b'CTO & Partner',b'Stridesapp.com',b'Senior Software Developer - Magento',b'tps://www.linkedin.com/in/jasongrim'
b'Jon Bowerman',b'Co Founder and CTO - VP of Product Development',"b'High Level Marketing, LLC'",b'VP of Product Development / Co-Founder @ High Level Marketing',b'tps://www.linkedin.com/in/jonbowerman'
b'Yona Shaposhnik',b'Chief Architect / CTO office',b'Hewlett-Packard',b'Consulting Architect - Office of CIO at Ford Motor Company',b'tps://www.linkedin.com/in/yonashaposhnik'
b'Jim Beidler',"b'Vice President of Information Technology (interim), Chief Technology Officer (CTO)'",b'Columbus State Community College',b'Chief Technology Officer at Columbus State Community College',b'tps://www.linkedin.com/in/jim-beidler-4737bb8'
b'Peruri Srinivasulu',b'CTO',b'MedApproved',"b'CEO at Krish Services Group, Inc'",b'tps://www.linkedin.com/in/peruri'
b'Sunil Chathaveetil',b'CTO',b'ForecastEra',b'Cofounder and Director - MintMesh Inc',b'tps://www.linkedin.com/in/sunilnairbiz'
b'Alec Gorge',b'CTO',b'TINITT',b'Full Stack Web Developer at Stack Overflow',b'tps://www.linkedin.com/in/alecgorge'
b'William Diederich',"b'Founder, CIO CTO CISO'",b'CIO for You - CISO for You',"b'Technology Visionary, Security Expert, C-level Executive'",b'tps://www.linkedin.com/in/williamdiederich'
b'Chad Jodon',b'CTO',b'More Recycling',b'Software Architect/IT Specialist',b'tps://www.linkedin.com/in/chadjodon'
b'Matt Wyen',b'CTO/Principal',b'Simplicity Virtual LLP',b'Chief Technology Officer at Simplicity Virtual',b'tps://www.linkedin.com/in/matthewwyen'
b'Jonathan Hale',b'Vice President & CTO',b'Ocuram',b'Security Architect and Technologist',b'tps://www.linkedin.com/in/therealjonathan'
b'David Robbins',b'CTO',b'ActiveEngine Software',"b'Technical Director, IT Services at ICONMA'",b'tps://www.linkedin.com/in/dhrobbins'
b'Joseph Erickson',"b'CTO, Main Architect and Developer'",b'CRE Planning and Development',b'Java Instructor at Tech Elevator',b'tps://www.linkedin.com/in/josepherickson'
b'Ravi Sony',b'CTO - HPE Software Services',b'Hewlett Packard Enterprise',b'Chief Technologist - HPE Software Services',b'tps://www.linkedin.com/in/ravisony'
b'James Alexander',b'CTO',b'Shift Digital',b'Shift Digital',b'tps://www.linkedin.com/in/james-alexander-4301541'
b'Vinnie Rao',b'CTO/Strategy/Project Management',b'Healthcareanywhere',"b'Information Technology Leader, Project and Portfolio Management, Software Sales and Support'",b'tps://www.linkedin.com/in/vinnie-rao-b9a27712'
b'Shaun Connolly',b'CTO',b'FYRE Inc.',b'Senior Software Engineer at Rivers Agile',b'tps://www.linkedin.com/in/shaunaustinconnolly'
b'Sanjib Das',b'President/CTO',b'Alpha Synopsys Inc',b'at Alpha Synopsys Inc',b'tps://www.linkedin.com/in/sanjib-das-1306186'
b'Alex Guba',b'CTO / Co-Founder',b'Stealth Startup',"b'XR/VR/AR Enthusiast, Software Developer, Serial Entrepreneur, Accomplished Musician, and Tinkerer.'",b'tps://www.linkedin.com/in/alex-guba-a057173'
b'John Lurtz',b'CTO & Partner',b'Moreland Partners',b'Strategic Account Executive at Software AG',b'tps://www.linkedin.com/in/john-lurtz-3ba5267'
b'Adam Osterholt',b'Member of the CTO Ambassador Program',b'VMware',b'Staff Cloud Foundation Architect at VMware',b'tps://www.linkedin.com/in/adamosterholt'
b'Aaron Worsham',b'CTO',b'Sazbean Consulting',b'In Vehicle Application Development Manager - Info3 at General Motors',b'tps://www.linkedin.com/in/aaronworsham'
b'LinkedIn Member',b'CTO/CPO',b'Othot',b'',b''
b'Allan Bourdius',"b'Founder, President, & co-CTO'",b'TheBinge.net',b'By day: IT & data center architecture & engineering \xe2\x80\x94 By night: aspiring digital media mogul',b'tps://www.linkedin.com/in/allanbourdius'
b'Paul Miner',b'CTO',"b'authen2cate, LLC.'","b'CEO at SolvIT, Inc.'",b'tps://www.linkedin.com/in/paul-miner-384b764'
b'Aditya Ayyagari',b'CTO and Co-founder',b'COIS4u Inc',"b'Software Innovator, Enterprise Architect, Mobile Applications Developer and IT Volunteer'",b'tps://www.linkedin.com/in/vijayaditya'
b'Christopher Schiepek',"b'Director of IT, CTO'",b'One Point Technology Group',b'Director Of Technology at One Point Technology Group LLC',b'tps://www.linkedin.com/in/christopher-schiepek-5638ba26'
b'Kyle Robbins',b'Co-Founder & CTO',b'Trensy',"b'Senior Product Lead, Personalization Builder & Web Studio at Salesforce'",b'tps://www.linkedin.com/in/kyleandrewrobbins'
b'Anthony Smith',b'Co Founder & CTO',b'Sticksnleaves',"b'Co Founder and Chief Technology Officer, Sticksnleaves'",b'tps://www.linkedin.com/in/anthonyistotallyrad'
b'Abram Cookson',b'CTO / Co-Founder',"b'MedPAC Technologies, Inc.'",b'Servant Leader at Fuse Dublin / Fuse Des Moines',b'tps://www.linkedin.com/in/abramcookson'
b'Yasir Drabu',b'CTO',b'Taazaa Inc',b'Entrepreneur and Researcher',b'tps://www.linkedin.com/in/yasirdrabu'
b'Terry A. Rupp',b'Chief Technologist--Office of the CTO',b'DXC Technology',b'Chief Technologist @ DXC.technology',b'tps://www.linkedin.com/in/terryarupp'
b'George Azrak',b'CTO',b'Location Solutions',b'DELIVERING INFORMATION TECHNOLOGY INNOVATION',b'tps://www.linkedin.com/in/george-azrak-362236'
b'Forest Kunecke',"b'Co-Founder, CTO'",b'Resintell Technologies',b'Always learning',b'tps://www.linkedin.com/in/forest-kunecke-101b6352'
b'Gordon Butte',b'interim CTO',b'Decision Partners: Cognitive Science Systems LP',b'Global Business System for Mental Modeling Technology\xe2\x84\xa2 Platform',b'tps://www.linkedin.com/in/cognitivesciencesystems'
b'V. Rao Bhamidipati',b'CTO | Security Software Products | Platforms | Services | Strategies',b'ProvenSecure Solutions',b'VP Software Products | Services with Expertise in Program Management | Open to New Opportunities',b'tps://www.linkedin.com/in/vraobhamidipati'
b'Andrew Murgola',b'CTO',b'Vendera Mobile',"b'Software Engineer at 1 EDI Source, Inc.'",b'tps://www.linkedin.com/in/andrewmurgola'
b'Brad Chick',b'Co Founder and CTO',b'Bodhala',b'CoFounder at Bodhala',b'tps://www.linkedin.com/in/bradchick'
b'Rukmangadhar (Ruk) Neelam',"b'Architect, Office of Enterprise Applications CTO'",b'Nationwide Insurance',b'Enterprise Architect at Nationwide Insurance',b'tps://www.linkedin.com/in/ruk-neelam-scpm'
b'Steve Fuller',"b'President, CTO'",b'NetWorks Group',"b'President, CEO at NetWorks Group'",b'tps://www.linkedin.com/in/steve-fuller-aa1a1115'
b'Tim Ridgely',b'CTO',b'Versivo',"b'Owner, Open Dining'",b'tps://www.linkedin.com/in/timridgely'
b'Michael Specht',b'CTO and Co-Founder',b'iKonic Apps LLC',b'Application Development Manager at ADESA',b'tps://www.linkedin.com/in/mpspecht'
b'LinkedIn Member',"b'Founder/Owner, CEO & CTO'",b'Imbue',b'',b''
b'Doug Miller',b'CEO/CTO',b'Brightworks Group LLC',"b'Experienced Technology Executive, Enterprise Architect and Entrepreneur'",b'tps://www.linkedin.com/in/douglasemiller'
b'Jamie Tuttle',b'CTO of operations',b'CeNetworks',b'Former Senior field Technician at Advantage IT Inc',b'tps://www.linkedin.com/in/jamie-tuttle-2301239b'
b'Matt Withum',b'CTO',b'Imagine Careers',b'Software Developer',b'tps://www.linkedin.com/in/matt-withum-93881a20'
b'Shawn Wall',b'CTO',"b'MACH1 by Profit Engine, LLC'",b'Partner at TwoTap Labs',b'tps://www.linkedin.com/in/shawnkwall'
b'Mike McClintock',b'Host and CTO',b'StreamDetroit.com',b'Cloud Integration With Inbound Marketing for Software Service and Agency Firms',b'tps://www.linkedin.com/in/aimike'
b'Marissa Torre',b'CTO',b'Culpeper Creative',b'Product Manager at PNC',b'tps://www.linkedin.com/in/marissa-torre-063a7696'
b'Klajdi (Klyde) Hena',b'C.T.O and Co-Director',b'Detroit Youth Resources',b'CEO/Founder/Owner at Clydesignz',b'tps://www.linkedin.com/in/klajdi-klyde-hena-b36371b'
b'Dan Jordan',"b'Solutions Analyst, Office of CTO'",b'Hyland Software',b'Manager - Advanced Projects Group at Hyland',b'tps://www.linkedin.com/in/dan-jordan-035286b'
b'Walid Tout',b'CTO',b'RFID International Group',"b'Senior Architect - Applications, Security & Identity at TD Auto Finance'",b'tps://www.linkedin.com/in/wrtout'
b'David Wickman',b'CTO/Lead Developer',b'Tooth Fairy Tykes',b'Founder & Lead Developer at Wickman Studios',b'tps://www.linkedin.com/in/davewickman'
b'Aaron Kaka',"b'Co-Founder, CTO of sALLvit\xe2\x84\xa2 Search'","b'sALLvit [SOLVE IT], LLC'",b'Solutions Architect at Pearson',b'tps://www.linkedin.com/in/aaronkaka'
b'LinkedIn Member',b'CTO',b'Digital Arc Systems',b'',b''
b'Cyrus Keck',b'Co Founder/CTO',b'PayKit.io',b'Technologist and Entrepreneur',b'tps://www.linkedin.com/in/cyrus-keck-b905535'
b'Jon Wade',b'CTO',b'WCN Promos',b'CEO & Co-founder at Wade Creative Network',b'tps://www.linkedin.com/in/jonrwade'
b'Brad Ummer',b'CTO',b'Innovative Wellness Solutions (IWS)',b'President at Flipside Media',b'tps://www.linkedin.com/in/bradummer'
b'Dant\xc3\xa9 Bell',b'CEO & CTO',"b'Cocoa.net, Inc.'",b'Solaris and Linux Specialist + Web PHP/MySQL/CSS',b'tps://www.linkedin.com/in/dantebell'
b'Sunny Yalamarthy',b'Owner and CTO',b'CMIT Solutions of Pittsburgh North',b'\xe2\x80\xa2Entrepreneur and Experienced IT Consultant',b'tps://www.linkedin.com/in/sunny-yalamarthy-b574994'
b'Barret Blake',b'Chief Technical Officer (CTO)',b'Capture Education',b'Chief Technical Officer',b'tps://www.linkedin.com/in/barretblake'
b'LinkedIn Member',b'CTO',b'nubill corporation',b'',b''
b'Christian Prince',b'CTO',"b'Acclimate Technologies, Inc'","b'Owner, Acclimate Technologies, Inc'",b'tps://www.linkedin.com/in/christian-prince-14b5144'
b'Jay Ravindran',b'CTO',b'Healpros',b'VP of Technology at Healpros',b'tps://www.linkedin.com/in/jay-ravindran-0bbbb33'
b'Brian Amaratunga',b'Co-Founder and CTO',b'Simi (App)',"b'Co-Founder and COO at Ground 34, LLC'",b'tps://www.linkedin.com/in/brian-amaratunga-898a14a2'
b'Nikitha Shravan',b'Co-founder & CTO',b'YLP Solutions Pvt. Ltd.',b'Co-founder at YLP Solutions Pvt. Ltd.',b'tps://www.linkedin.com/in/nikitha-shravan-36022823'
b'Jeff Kish',b'CTO',b'DSD Professional Development',b'IT Specialist at DSDPD',b'tps://www.linkedin.com/in/jeff-kish-8154795'
b'Matt Nihiser',b'CTO & Co-founder',b'Insulink',b'Front-end Developer at The Scenery',b'tps://www.linkedin.com/in/nihiser'
b'Bruce Westbrook',b'President / CTO',"b'NexGen Systems, Inc.'","b'Information Security & Technology Consultant (CISM, CISSP)'",b'tps://www.linkedin.com/in/brucewestbrook'
b'Cale Hollingsworth',b'CTO/Founder',"b'SineWave Technologies, Inc.'",b'IT Professional and Entrepreneur',b'tps://www.linkedin.com/in/sinewavetech'
b'Shane Tyler Malachow',b'CTO and Software Architect',b'The Agency IUP',b'Software Developer',b'tps://www.linkedin.com/in/shanemalachow'
b'Edward Chen',b'Co Founder & CTO',b'TalentJungle',b'Data Scientist Intern at Microsoft',b'tps://www.linkedin.com/in/edward-chen-b682b090'
b'LinkedIn Member',"b'CTO, Magento Architect'",b'Envalo',b'',b''
b'Michael Hanna',b'Co Founder & CTO',b'Rentaba',b'IT Systems Engineer Senior at Progressive Insurance',b'tps://www.linkedin.com/in/michaelchanna'
b'Harry Bhatia',b'President/CTO',"b'Net Activity, Inc.'","b'Owner, Net Activity, Inc.'",b'tps://www.linkedin.com/in/harry-bhatia-3401675'
b'Hossein Karimy',b'Chief Technology Officer (CTO)',b'EZ Software Solutions LLC',b'Chief Technology Officer @ EZ Software Solutions LLC',b'tps://www.linkedin.com/in/hosseinkarimy'
b'Jose Amayo',b'Chief Technology Officer (CTO)',b'Mind Over Media',b'Marketing Advisory Committee Member at The Pittsburgh Cultural Trust',b'tps://www.linkedin.com/in/jose-amayo-a1aa3911'
b'Tim Tournay',b'CTO',b'Impact Games',b'Advanced Engineer at Schell Games',b'tps://www.linkedin.com/in/timtournay'
b'Damian Suess',b'CTO',b'Functional Diagnostix',b'Medical software visionary for physical rehab / sports medicine',b'tps://www.linkedin.com/in/damiansuess'
b'Alex Grbach',b'CTO',b'Personal Leather Works',"b'Code, photography, and sometimes words'",b'tps://www.linkedin.com/in/alex-grbach-2283b0a2'
b'Nick Faughey',b'Co-founder/CTO',b'Active Cities',"b'Entrepreneur, full-stack software engineer'",b'tps://www.linkedin.com/in/nick-faughey'
b'Adam Jakiela',b'Co-Founder/CTO',b'Movatic',b'Software Developer at A2B Bikeshare',b'tps://www.linkedin.com/in/adam-jakiela-bab2b96b'
b'Adam Fineman',"b'Co-Founder, Executive Director, and CTO'","b'<Name Not Yet Official>, a non-profit corporation'",b'Senior Hardware/Software Engineer at Ansaldo STS',b'tps://www.linkedin.com/in/adam-fineman-963a85'
b'William Preston Harrison',"b'Cofounder, CTO'","b'Tutor Technologies, Inc'","b'Owner at Odderon Ventures, LLC'",b'tps://www.linkedin.com/in/williampharrison'
b'Robert Ervin',b'Co-Founder and CTO',b'Trendala',b'Building Algomus Deep Learning Opportunity Finder and Anomaly Detector Platform',b'tps://www.linkedin.com/in/ervinrobert'
b'LinkedIn Member',b'CTO',"b'Beacon Technologies, Inc.'",b'',b''
b'Rob Bartram',b'CTO/Solution Architect',b'Iron Gate Technology',b'Business Optimization/IT Professional',b'tps://www.linkedin.com/in/rbartram'
b'Victoria Loewengart',b'CTO',b'Analytics Inside',b'COO at Analytics Inside',b'tps://www.linkedin.com/in/vloewengart'
b'Anton Rachitskiy',b'CTO',b'Hydra Lister',"b'E-Commerce Automation Entrepreneur, Real Estate Investor'",b'tps://www.linkedin.com/in/anton-rachitskiy-9b7b301'
b'Oluwatobi Omorodion',"b'Co Founder, Co Owner, CTO'",b'Evolution Radio',b'Test Automation Specialist',b'tps://www.linkedin.com/in/oluwatobi-omorodion-a6453356'
b'Hannes Fuchs',b'CTO',b'Smart Michigan Network',b'System Analyst and Network Architect / Inventor of xeNet',b'tps://www.linkedin.com/in/xebax'
"b'Chris Teplovs, Ph.D.'",b'Co-Founder & CTO',"b'Problemshift, Inc.'","b'Lead Developer, Digital Innovation Greenhouse at University of Michigan'",b'tps://www.linkedin.com/in/cteplovs'
b'Damon Goldsmith',"b'CTO, Co-Founder'",b'MOBEOUS',b'.',b'tps://www.linkedin.com/in/damonjgoldsmith'
b'Gareth Lewis',b'CTO',b'Wheel Decide LLC',b'Software Engineer',b'tps://www.linkedin.com/in/garethandrewlewis'
b'Mike Castaldi',b'Principal/CTO',b'Wild Frog Consulting',b'Mac Business Expert For Central Ohio',b'tps://www.linkedin.com/in/mikecastaldi'
b'Joe Suftin',b'Pitbull of SCCM | Cofounder and CTO',b'Transit Tech',b'GURU of SCCM | Helping Enterprise Implement SCCM the Right Way | Sr. SCCM Engineer at Transit Tech',b'tps://www.linkedin.com/in/joe-suftin-196758124'
b'Mike Cannell',b'CTO',"b'TripTrunk, Inc'","b'Founder & CEO at Altrius, Ltd.'",b'tps://www.linkedin.com/in/mcannell'
b'Paul Fleischman',b'CTO',b'Archimatrix & Associates',"b""Technical Lead at Leed's""",b'tps://www.linkedin.com/in/paul-fleischman-3599733'
b'LinkedIn Member',"b'COO, CTO'",b'TMW Systems',b'',b''
b'Allan Vest',b'Internet CTO',"b'eLead Resources, Inc.'",b'Contract Web Development | Ecommerce Specialist | Enterprise Web Applications | PHP Development | Call 586-693-2599',b'tps://www.linkedin.com/in/allan-vest-3823111'
b'LinkedIn Member',"b'Co-founder, CTO/CFO'",b'iPianoLab LLC',b'',b''
b'Zack Wojton',b'Managing Partner / CTO',b'Hardbit Solutions Ltd',b'INFOSEC at Defense Logistics Agency',b'tps://www.linkedin.com/in/zwojton'
b'John A. Grace',b'CTO/Board',b'Enth',b'Partner at Geppettos Workshop',b'tps://www.linkedin.com/in/john-a-grace-581b8a3'
b'LinkedIn Member',b'Lead Programmer and CTO',"b'Truant Pixel, LLC'",b'',b''
b'Robert Marx',b'CTO',"b'Muninn Group, Inc.'","b'Chief Technology Officer at Muninn Group, Inc.'",b'tps://www.linkedin.com/in/robert-marx-b5966837'
b'LinkedIn Member',b'Founder / Partner / CTO',b'Auxiom LLC',b'',b''
b'LinkedIn Member',b'CTO',b'Small Box Web',b'',b''
b'Wesley Haines',b'Co-Founder & CTO',b'Easy Peasy Ticketing',"b'Meteorologist, web developer, sysadmin, entrepreneur'",b'tps://www.linkedin.com/in/wxwes'
b'CG Seetharaman',b'CTO',b'Softura Inc.',b'Chief Technology Officer',b'tps://www.linkedin.com/in/cg-seetharaman-0046283'
b'Sridhar Mandyam',b'CTO',b'Quest Analytics',b'Product Designer and Information Architect',b'tps://www.linkedin.com/in/sridhar-mandyam-3711863'
b'Jim Wilson',"b'Chairman, Founder and CTO'",b'Insight Market Data',b'Founder of Insight Market Data',b'tps://www.linkedin.com/in/imdjim'
b'LinkedIn Member',"b'Founder, Co-owner, CTO'","b'Dundee Internet Services, Inc'",b'',b''
b'Julio Velasquez',b'CTO/COO',b'BLS Technologies',"b'VP Sales, Empower. Assisting customers with ERP Business Solutions.'",b'tps://www.linkedin.com/in/julio-velasquez-8bb18a'
b'Bill Young',b'Deputy CTO',b'Management Council of the Ohio Education Computer Network',b'Director of Customer Services and Support at The Management Council',b'tps://www.linkedin.com/in/sparkways'
b'LinkedIn Member',b'CTO (PART-TIME START-UP)',"b'Safe Medical Technology, Inc.'",b'',b''
b'Pujan Shah',b'CTO of SWADE',b'TiE',b'Student',b'tps://www.linkedin.com/in/pujan-shah-319593105'
b'Scott Emmelhainz',b'CTO and Founder',b'NMP Technology',"b'Customer Service Focused, Multi-Channel, Entrepreneurial Leader'",b'tps://www.linkedin.com/in/scott-emmelhainz-8444a883'
b'LinkedIn Member',b'CTO',b'Shoshana Technologies',b'',b''
b'LinkedIn Member',b'CTO/Subject Matter Expert/Owner',b'SoftTech Solutions',b'',b''
b'Dan McNeil',b'CTO',b'FlockTag LLC',"b'President, Lead Programmer at IcedNet Consulting, Inc.'",b'tps://www.linkedin.com/in/dan-mcneil-9b6b6710'
b'Rich Fitzwell',b'CTO',b'Erie Accounts',b'Founder and Senior Partner at Fortitude Consulting LLC',b'tps://www.linkedin.com/in/rich-fitzwell-b1885b13b'
b'Tony Barnecut',b'CTO',"b'Fugent, Inc.'","b'Fugent, Inc'",b'tps://www.linkedin.com/in/tony-barnecut-0869a81b'
b'LinkedIn Member',b'CTO/Managing Partner',b'Soulfume Ink',b'',b''
b'Peeyush Consul',b'Lead Solution Architect Consultant / Project CTO',b'Oracle Corporation',b'Architect at Oracle Corporation',b'tps://www.linkedin.com/in/peeyush-consul-9855212'
b'Michael Theis',b'CTO',b'IPForge.com',b'CIO at IPForge.com',b'tps://www.linkedin.com/in/mtheis'
b'LinkedIn Member',b'CTO',"b'Wide Area Media, LLC'",b'',b''
b'LinkedIn Member',b'CTO',"b'JustCode, LLC'",b'',b''
b'LinkedIn Member',b'CTO',b'Aaxus Limited',b'',b''
b'Christopher Reynolds',b'CTO',b'CSW Farms Foundation',"b'Co Founder at Esmeer, LLC'",b'tps://www.linkedin.com/in/christopher-reynolds-157699b3'
b'LinkedIn Member',"b'CTO, Head of R&D'",b'Cryptix',b'',b''
b'William Gillingham',b'CTO',"b'EBSQ, LLC'","b'Owner/Developer of EBSQ, LLC'",b'tps://www.linkedin.com/in/william-gillingham-57055931'
b'LinkedIn Member',"b'Owner, CTO'","b'RawTec Consulting, LLC'",b'',b''
b'LinkedIn Member',b'Vice President and CTO',"b'ANGEL Learning, Inc'",b'',b''
