name,position,company,description,linkedin_url
F. Bruce Cohen,,,"Chief Executive Officer at United Therapies, LLC",https://www.linkedin.com/in/f-bruce-cohen-4350131
darin jordan,,,Chief Medical Officer at Adventist Health Partners,https://www.linkedin.com/in/darin-jordan-39812489
Bruce McNulty,Chief Medical Officer,Swedish Covenant Hospital,"Chief Medical Officer, Swedish Covenant Hospital",https://www.linkedin.com/in/bruce-mcnulty-aa402710
Tina Mentz,,,Chief Operating Officer at Ambulatory Management Solutions,https://www.linkedin.com/in/tina-mentz-a8a326a
Perry Gilbert,,,Chief Medical Officer at Ingalls Memorial Hospital,https://www.linkedin.com/in/perry-gilbert
"Elizabeth Florczak, MS, RN, WCC, RAC-CT",,,Chief Clinical Officer at Presence Life Connections,https://www.linkedin.com/in/elizabeth-florczak-ms-rn-wcc-rac-ct-35247412
Mike Filippo,,,Chief Operating Officer at Transitional Care Management,https://www.linkedin.com/in/mike-filippo-17558914
"Steve Gnatz, MD MHA",,,Chief Medical Officer at Integrated Rehab Consultants,https://www.linkedin.com/in/steve-gnatz-md-mha-3256a711
Jim Te Winkle,Chief Development Officer,PetCure Oncology,"Chief Strategy Officer, Accelitech and PetCure Oncology",https://www.linkedin.com/in/jim-te-winkle-5b43568
Cathy Galligan,,,Chief Operating Officer at American Osteopathic Association,https://www.linkedin.com/in/cathy-galligan-142578a
Magdy Milad,,,"Chief, Gynecologic Surgery at Northwestern Memorial Hospital",https://www.linkedin.com/in/magdy-milad-6622706a
Brooke Heibel,Chief Medical Scribe,ScribeAmerica,Chief Medical Scribe at Elmhurst Memorial Hospital,https://www.linkedin.com/in/brooke-heibel-b2458a4a
Roth Weaver,,,Chief Operating Officer at Matthews Senior Living,https://www.linkedin.com/in/roth-weaver-9a0aa51a
Becky Miller,Chief Operating Officer,Hope Hospice & Palliative Care Rhode Island,Chief Operating Officer at HopeHealth Rhode Island.,https://www.linkedin.com/in/becky-miller-7602a415
Jim Frankenbach,,,Chief Operating Officer at City Colleges of Chicago,https://www.linkedin.com/in/jim-frankenbach-68126516
Jim Compton,,,Chief Operating Officer at Vines Senior Homes,https://www.linkedin.com/in/jim-compton-b7319a
Norbert Rieidel,,,Chief Scientific Officer at Baxter International Inc.,https://www.linkedin.com/in/norbert-rieidel-240a755
steve michel,,,Chief Medical Officer at Chicago Health Medical Group,https://www.linkedin.com/in/steve-michel-8784454a
"Mike Kravets MBA, CFO",Chief Financial Officer,ComPsych,Chief Financial Officer | Healthcare | B2B Services,https://www.linkedin.com/in/mikekravets
Letty Sargant,,,Chief Operating Officer at Heartland Health Centers,https://www.linkedin.com/in/lettysargant
Kisha (Scruggs) Morris,,,"Chief Financial Officer at Lifecare Innovations, Inc.",https://www.linkedin.com/in/kisha-scruggs-morris-6ba45525
Ken Lerner,,,Chief Operating Officer at GK Medical Management,https://www.linkedin.com/in/ken-lerner-76b2247
"Mehta, Praveen",Chief Medical Officer,"VA Great Lakes Health Care System, Department of Veterans Affairs",Chief Medical Officer at Department of Veterans Affairs,https://www.linkedin.com/in/mehta-praveen-b903b35
Robin Chopp,,,Chief Financial Officer at Daniels Consulting Group,https://www.linkedin.com/in/rchopp
Paul Luning,,,Chief Medical Officer at PCC Wellness Center,https://www.linkedin.com/in/paul-luning-21a53786
Denice Tudor,,,Chief Nursing Officer at Bethany Methodist Communities,https://www.linkedin.com/in/denice-tudor-4469a544
Kristin Zakutansky,Chief Operating Officer,"FirsCare, Inc.","Chief Operating Officer at FirstCare Consulting, LLC",https://www.linkedin.com/in/kristinzakutansky
Sue Kaufman,,,Chief Operating Officer at Illinois Hospital Association,https://www.linkedin.com/in/sue-kaufman-1a705b16
Franovich Office,,,"Chief Operating Officer at Franciscan Alliance, Inc.",https://www.linkedin.com/in/franovich-office-03b405a4
jeffrey ackman,,,asst chief of staff at Shriners Hospitals for Children,https://www.linkedin.com/in/jeffrey-ackman-b3a99316
Sarah Glumm,,,Chief Clinical Officer at Transitional Care Management,https://www.linkedin.com/in/sarah-glumm-aa23a412
David Sobel,,,"Chief Medical Officer at Emmi Solutions, LLC",https://www.linkedin.com/in/david-sobel-3484843
Samantha Flores,Chief Anesthesia Technician,Mount Sinai Health System,Chief Anesthesia TechnicianMount Sini Hospital Chicago,https://www.linkedin.com/in/samantha-flores-815116b1
Nicole Borkowski,Chief Medical Scribe,ScribeAmerica,Chief Medical Scribe at Rush-Copley Medical Center,https://www.linkedin.com/in/nicole-borkowski-91587051
Paula Cuellar,,,Chief Executive Officer at PRS LLC Dialysis,https://www.linkedin.com/in/paula-cuellar-100a4b49
Ronald Townsend,,,Chief of Dental Surgery at Cook County Hospital,https://www.linkedin.com/in/ronald-townsend-a8387a44
"Charles J. Zasso, DDS, FAGD, MBA",Chief Clinical Officer,Affordable Care Inc.,Chief Clinical Officer at Affordable Dentures and Implants,https://www.linkedin.com/in/charles-j-zasso-dds-fagd-mba-0452798
"Matthew Lowe, CPA",,,Chief Financial Officer at Harbor Light Hospice,https://www.linkedin.com/in/matthew-lowe-cpa-287b8016
Sylvie Haggard,,,Chief Executive Officer at Restorative Solutions Illinois,https://www.linkedin.com/in/sylvie-haggard-3801534
"Anne Van Oost, MBA",,,Chief Financial Officer at Bickerdike Redevelopment Corporation,https://www.linkedin.com/in/annevanoost1
Sunil Patel,,,Chief Medical Officer at St. Jamess Hospital,https://www.linkedin.com/in/sunil-patel-34004613
"Richard Powell, Ph.D., CPA",,,Chief Information Officer at Cook County Treasurer,https://www.linkedin.com/in/richard-powell-ph-d-cpa-a068399
Daniel M.,,,"Chief Medical Offcer at Franciscan Alliance, Inc.",https://www.linkedin.com/in/daniel-m-81205218
Steven Airhart,Chief Executive Officer,Hartgrove Behavioral Health System / UHS,Chief Executive Officer at Hartgrove Behavioral Health System,https://www.linkedin.com/in/steven-airhart-470aa116
Gregg Calvert,,,Chief Operating Officer at Platinum Health Care LLC,https://www.linkedin.com/in/greggcalvert
John Walton,,,Chief Executive Officer at Aisthesis- Partners in Anesthesia Care,https://www.linkedin.com/in/john-walton-a342253a
Drew Keesbury,Chief Financial Officer,"Community Health Systems, La Porte and Starke Hospitals",Chief Financial Officer at La Porte and Starke Hospitals,https://www.linkedin.com/in/drew-keesbury-57a80092
Matt Primack,,,Chief Operating Officer at Advocate Christ Medical Center,https://www.linkedin.com/in/matt-primack-315a7810
Fady Hawatmeh,Chief Operating Officer,Third Eye Health,"Chief Operating Officer at Third Eye Health, Inc",https://www.linkedin.com/in/fadyhawatmeh
"Lundy, Ann",,,Chief Operating Officer at Access Community Health Network,https://www.linkedin.com/in/lundy-ann-b117169
Nanette Wells,Chief Executive Officer,The Consummate Artisan,"Vice Chief Anesthetist Officer, NorthStar Anesthesia, PA.",https://www.linkedin.com/in/nanette-wells-99b19614
"Lisa Green, DO, MPH",,,Chief Executive Officer at Family Christian Health Center,https://www.linkedin.com/in/lisa-green-do-mph-50a67a108
Eric Krueger,,,Chief Financial Officer at Mercy Hospital & Medical Center,https://www.linkedin.com/in/eric-krueger-87451a9
Joseph Ottolino,,,Chief Executive Officer at West Suburban Medical Center,https://www.linkedin.com/in/joseph-ottolino-8033b351
Michael Albano,,,"Chief Operations Officer at ProCare Dental Group, PC",https://www.linkedin.com/in/michael-albano-475ba7aa
"Amer Aldeen, MD",,,Chief Medical Officer at US Acute Care Solutions,https://www.linkedin.com/in/amer-aldeen-md-910a378a
Stephen Stabile,,,"Chief Executive Officer at PrimeCare Community Health, Inc.",https://www.linkedin.com/in/stephen-stabile-7b85365
Cindy Brassea,Chief Operating Officer,Franciscan St. James Health,Chief Operating Officer at Franciscan St James Health,https://www.linkedin.com/in/cindy-brassea-89563326
Carrie DiPaolo,,,Chief Operations Officer at Infinity Health Care Management,https://www.linkedin.com/in/carrie-dipaolo-b906323
Frank W. Stellato,Chief Financial Officer,Bolder Healthcare Solutions. LLC,"Chief Financial Officer, Bolder Healthcare Solutions, LLC",https://www.linkedin.com/in/frank-w-stellato-b1aa6
David Loffing,,,Chief Operations Officer at University of Illinois Medical Center,https://www.linkedin.com/in/david-loffing-8369024
Lynn Hopkins,,,Chief Operating Officer at PCC Community Wellness Center,https://www.linkedin.com/in/lynn-hopkins-60552345
David Buchanan,,,Chief Clinical Officer at Erie Family Health Center,https://www.linkedin.com/in/david-buchanan-22ba2214
Mary Kay Gilbert,Chief Growth Officer,"Heartland Health Outreach, Inc.","Chief Growth Officer at Heartland Health Outreach, Inc.",https://www.linkedin.com/in/marykaygilbert
"Wendy Benson, MBA, OTR/L",Chief Operating Officer,"2x2 Health: Private Health Concierge, LLC","Chief Operating Officer, 2x2 Health: Private Health Concierge",https://www.linkedin.com/in/wendy-benson-mba-otr-l-127a556
"Tammie Finn-Jones, DNP, MS, RN, CENP",Chief Nursing Officer,Presence Health,Chief Nursing Officer Presence Saint Joseph Hospital,https://www.linkedin.com/in/tammie-finn-jones-dnp-ms-rn-cenp-a5a48153
Michael Rice,,,Chief Development Officer at Physical Rehabilitation Network (PRN),https://www.linkedin.com/in/michael-rice-18862813
Tommy Hobbs,,,Chief Executive Officer at Illinois Valley Health Corporation,https://www.linkedin.com/in/tommy-hobbs-7270a511
Larry L. Foster,Chief Executive Officer,Kindred Healthcare (Chicago North),Chief Executive Officer at Kindred Hospital Chicago North,https://www.linkedin.com/in/larry-l-foster-bb2013
Maggie Lalomio,,,"Chief Data Officer at PUSH Wellness Solutions, Inc.",https://www.linkedin.com/in/maggie-lalomio-1b92b251
Ron Nunziato,,,Chief Executive Officer at Extended Care Clinical Consulting,https://www.linkedin.com/in/ron-nunziato-63630b4
Anthony Gutierrez,,,Chief Operating Officer at Community Care Alliance of Illinois,https://www.linkedin.com/in/anthonygutierrez
Randy Johnson,,,Chief Financial Officer at Heartland Health Centers Chicago,https://www.linkedin.com/in/randyhjohnson
Ron Hughes,Chief Engineering Service,Jesse Brown VA Medical Center,Chief Engineer at Jesse Brown VA Medical Center,https://www.linkedin.com/in/ron-hughes-32205612
Fred Saviano,,,Chief Financial Officer at Montgomery Place Retirement Community,https://www.linkedin.com/in/fred-saviano-4148667
Laura Skarnulis,,,Chief Operating Officer at American Board of Medical Specialties,https://www.linkedin.com/in/laura-skarnulis-6140671
Magda Houlberg,,,Chief Clinical Officer at Howard Brown Health Center,https://www.linkedin.com/in/magda-houlberg
Amy Valukas,,,Chief Operating Officer at Erie Family Health Center,https://www.linkedin.com/in/amy-valukas-9ba65a5
Heidi Hermes,,,"Chief Operating Officer at Kurtz Ambulance Service, Inc.",https://www.linkedin.com/in/heidi-hermes-59373522
David Soglin,,,Chief Medical Officer at La Rabida Childrens Hospital,https://www.linkedin.com/in/david-soglin-252a4065
Stephanie Spiegel,Chief Operating Officer,Weil Foot & Ankle Institute,"Chief Operating Officer, Weil Foot & Ankle Institute",https://www.linkedin.com/in/stephanie-spiegel-6654a819
Bill Sheridan,,,Chief Financial Officer at North Shore Pediatric Therapy,https://www.linkedin.com/in/bill-sheridan-32a2258
Robert Brunetti,,,"Chief Executive Officer at ProCare Dental Group, PC",https://www.linkedin.com/in/robert-brunetti-7abb2889
John Hart,Chief Integrity Officer,Loyola University Health System,"VP/Chief Integrity Officer, Loyola/Trinity Health",https://www.linkedin.com/in/john-hart-66839987
Kyle Dworchak,Chief Financial Officer,Radiology Partners (Radiology Imaging Consultants SC),Chief Financial Officer at Radiology Imaging Consultants SC,https://www.linkedin.com/in/kyledworchak60440
Charlie Pullin,,,Chief Financial Officer at Cristo Rey St. Martin,https://www.linkedin.com/in/charlie-pullin-a383922
Joseph Winterhaler,,,"Chief Financial Officer at NorthShore Health Centers, Inc.",https://www.linkedin.com/in/joseph-winterhaler-2546b485
Sonia Lutarewych,Chief Executive Officer,SteriZign Precision Technologies,Chief Executive Officer at SteriZign Precision Technologies LLC,https://www.linkedin.com/in/sonia-lutarewych-287988a
"Jill Kapson, MSW, LCSW",,,"Chief Operating Officer at Cliff Kapson Consulting, Ltd.",https://www.linkedin.com/in/jill-kapson-msw-lcsw-40439aa
Cathie Abrahamsen,Chief Standards and Program Development Officer USA,DNV Healthcare,Chief Standards and Program Development Officer at DNV Healthcare,https://www.linkedin.com/in/cathie-abrahamsen-0b50b78
Evans Castor,,,Chief Operational Officer at Pain Specialists of Greater Chicago,https://www.linkedin.com/in/evans99
"Olieth Lightbourne, MSN, CNL",,,Chief Nursing Officer at Streamwood Behavioral Healthcare System,https://www.linkedin.com/in/olieth-lightbourne-msn-cnl-87073125
Harry Jones,,,Chief Compliance Officer at NorthShore University Health System,https://www.linkedin.com/in/harryljonesjr
Coleen Conway-Svec,,,Chief Clinical Officer at Alexian Brothers Health System,https://www.linkedin.com/in/coleen-conway-svec-0330a113
"Kathie Bender, CPHM",,,Chief Operating Officer at Parathon Recovery Services LLC,https://www.linkedin.com/in/kathie-bender-cphm-4736a822
Jonathan Wildt,,,Chief Operating Officer at Lawndale Christian Health Center,https://www.linkedin.com/in/jonathan-wildt-24917721
James Richmond,,,"Chief Legal Officer at Quality Healthcare Intermediary, LLC",https://www.linkedin.com/in/james-richmond-02171950
Dan Kernebeck,,,Chief Quality Officer at Gateway Regional Medical Center,https://www.linkedin.com/in/dan-kernebeck-01878028
Neeraj Verma,,,"Chief Operating Officer at SITS Info-SolutionS, LLC",https://www.linkedin.com/in/envy68
"David Bordo, MD MBA FACEP",Chief Medical Officer,Presence Health Northwest Region,"Chief Medical Officer, Northwest Region Presence Health",https://www.linkedin.com/in/bordodavid
Rosemary Kleiser,,,"President & Chief Therapist at Kleiser Therapy Services, P.C.",https://www.linkedin.com/in/rosemary-kleiser-74573146
"Robert Furno MD,MPH,MBA",,,Chief Medical Officer at Centers for Medicare & Medicaid Services,https://www.linkedin.com/in/robert-furno-md-mph-mba-5aa91932
"Tracy Grobarcik, MSN-NE, MBA",,,"Chief Operating Officer at Providea Health Partners, LLC",https://www.linkedin.com/in/tracy-grobarcik-msn-ne-mba-6233b630
"Nick Radonjic, JD, MBA",,,"Chief Operating Officer at Midwest Anesthesia Partners, LLC",https://www.linkedin.com/in/nickradonjic
Puneet D Grewal,Chief Cardiology Fellow,Rosalind Franklin University of Medicine and Science,Chief Cardiology Fellow @ Rosalind Franklin | Chief Medical Officer @ CareSkore,https://www.linkedin.com/in/pdgrewal
Sachin Agrawal,Chief Commercial Officer,Tea Leaves Health an Everyday Health Company,"SVP, Everyday Health and Chief Commercial Officer of Tea Leaves Health",https://www.linkedin.com/in/sachin-agrawal-0abaaa2
"John Jay Shannon, MD",Chief of Clinical Integration,Cook County Health and Hospitals System,Chief Executive Officer at Cook County Health and Hospitals System,https://www.linkedin.com/in/john-jay-shannon-md-3176b35
Krishna Das,,,Chief Quality Officer at Cook County Health and Hospitals System,https://www.linkedin.com/in/krishna-das-81a449111
"Tami Neumann, CDP, CDCS, CCC",Chief Operations Officer,Silver Dawn,Chief Operations Officer Silver Dawn | Dementia RAW Workshop,https://www.linkedin.com/in/tamineumann
Stan Kent,Chief Pharmacy Officer,University of Michigan Health System,Chief Pharmacy Officer - University of Michigan Hospitals and Health Centers,https://www.linkedin.com/in/stan-kent-5ab36711
Mike Smigielski,,,Chief Financial Officer at Health Plan of San Mateo (HPSM),https://www.linkedin.com/in/msmigielski
"Michael Janniere, JD",Chief Executive Officer,The Janniere Agency,Chief Executive Officer at The Janniere Agency. Human Capital Reinvented.,https://www.linkedin.com/in/janniereconsulting
Pete Govorchin,Chief Operating Officer,Cancer Treatment Centers of America,Chief Operating Officer at Cancer Treatment Centers of America at Midwestern,https://www.linkedin.com/in/pete-govorchin-13721815
Allan Spooner,,,Chief Executive Officer at Franciscan Health South Suburban Chicago,https://www.linkedin.com/in/allan-spooner-b265768
Anzhelika Shatrov,,,"Chief Financial Officer at Glen Health & Home Management, Inc.",https://www.linkedin.com/in/anzhelikashatrov
"Brent Gibson, MD, MPH, FACPM, CCHP-P",,,Chief Health Officer at National Commission on Correctional Health Care,https://www.linkedin.com/in/brent-gibson-md-mph-facpm-cchp-p-14139511
"Mary Shehan, RN, DNP, NEA-BC",Chief Nursing Officer,Tenet Healthcare,Chief Nursing Officer at Weiss Memorial Hospital/ Tenet Healthcare,https://www.linkedin.com/in/mary-shehan-rn-dnp-nea-bc-a103a47
John Glover,,,Chief Operating Officer at Franciscan Sisters of Chicago Service Corporation,https://www.linkedin.com/in/gloverjohn
"Ekerete E. Akpan, FACHE",,,Chief Financial Officer at Cook County Health and Hospitals System,https://www.linkedin.com/in/ekerete-e-akpan-fache-7817805
Colleen Nolan,,,Chief Strategy Officer at American Society for Clinical Pathology (ASCP),https://www.linkedin.com/in/colleennolan1
Lori Postma,,,Planning Section Chief at Indiana District 1 Task Force,https://www.linkedin.com/in/lori-postma-8b57a270
Eric Boklage,Chief Administrative Officer,Chicago Family Health Center,Chief Administrative Officer at Chicago Family Health Center (CFHC),https://www.linkedin.com/in/ericboklage
"Marta Cerda, J.D.",Chief Executive Officer,Greater Chicago Home Health,Chief Executive Officer at ASI and Greater Chicago Home Health,https://www.linkedin.com/in/marta-cerda-j-d-18334750
Kevin Eskew,,,"Chief Operating Officer at Aegis Compliance & Ethics Center, LLP",https://www.linkedin.com/in/kevineskew
Sandra Zelman Lewis,Chief Guidelines Officer,"Doctor Evidence, LLC","President, EBQ Consulting & Chief Guidelines Officer, Doctor Evidence",https://www.linkedin.com/in/sandra-zelman-lewis-5a423717
Robert Chase,Chief Medical Officer,Tenet Westlake Hospital and West Suburban Medical Center,Chief Medical Officer at Vanguard Westlake and West Suburban Hospitals,https://www.linkedin.com/in/robert-chase-85305514
Daniel Gorr,,,"Chief Operating Officer at Center of Illinois Home Healthcare, Inc.",https://www.linkedin.com/in/daniel-gorr-8948457a
Dwayne Mitchell,,,Chief Executive Officer at East Chicago Community Health Center,https://www.linkedin.com/in/dwayne-mitchell-805a9824
David Klonowski,,,"Chief Financial Officer at Shamrock Scientific Specialty Systems, Inc.",https://www.linkedin.com/in/david-klonowski-ba530938
Rose Laureto,,,Chief Information Officer at University of Illinois Medical Center @ Chicago,https://www.linkedin.com/in/rose-laureto-81714513
Dave Halpert,"Chief, Client Team",Roji Health Intelligence,"Chief, Client Team at Roji Health Intelligence (formerly ICLOPS)",https://www.linkedin.com/in/dave-halpert-2983a2
Jennifer Schoonveld,Chief Clinical Officer,Vibra Hospital of Northwestern Indiana,"Chief Clinical Officer at Vibra LTAC-- RN, BSN, MSN",https://www.linkedin.com/in/jennifer-schoonveld-654492115
"Evangelos Litinas M.D., MBA",Chief Medical Officer,Om of Medicine,"Chief Medical Officer at Om of Medicine, Chicago/Ann Arbor",https://www.linkedin.com/in/evangeloslitinas
"Dr. Charles Butler, MD",Chief Executive Officer,"Butler Enterprises, LLC.","Chairman Of The Board at Salus Telehealth, and Chief Executive Officer at Butler Enterprises",https://www.linkedin.com/in/drcharlesbutler
"Beth Jelesky, MSN, RN",,,Chief Nursing Officer at AMITA Alexian Brothers Behavioral Health Hospital,https://www.linkedin.com/in/bethjeleskymsnrn
Patricia Kohn,,,Chief Executive Officer at Chicago Health System - Tenet Healthcare Corporation,https://www.linkedin.com/in/kohnpatricia
"Eugene Lipov, MD, DABA, FABA",Chief Science Officer,Global Post Traumatic Stress Injury Foundation,Chief Science Officer at Global Post Traumatic Stress Injury Foundation,https://www.linkedin.com/in/lipov
Keith Knohl,,,Chief Information Officer at QuadMed Employer Onsite Health and Wellness Centers,https://www.linkedin.com/in/keithknohl
Jennifer Vachon,VP and Chief Of Staff,Blue Cross and Blue Shield Association,Executive Vice President and Chief of Staff at Blue Cross Blue Shield Association,https://www.linkedin.com/in/jevachon
Elizabeth Lively,,,Chief Policy Officer at Gift of Hope Organ & Tissue Donor Network,https://www.linkedin.com/in/elizabethlively5207
John Cookinham,,,Chief Financial Officer at Santa Clara Valley Health and Hospitals System,https://www.linkedin.com/in/john-cookinham-965b471a
"Ren\xc3\xa9e Glanzman, MS, FACMPE",Chief Compliance Officer,Midwest Orthopaedics at RUSH,Director of Patient Access/Chief Compliance Officer at Midwest Orthopaedics at Rush,https://www.linkedin.com/in/ren%C3%A9e-glanzman-ms-facmpe-a770a214
Frank M Fosco Jr.,Chief Operating Officer,Brooklands Medical Group,Chief Executive Officer and Founder Scientific Molecular Technologies Group Inc.,https://www.linkedin.com/in/frank-m-fosco-jr-3243491
Robert Burtley,,,Chief Financial Officer at National Commission on Correctional Health Care,https://www.linkedin.com/in/robert-burtley-83bb4640
Karen Timmons,Chief Executive Officer,Global Healthcare Accreditation Program,Chief Executive Officer at Global Healthcare Accreditation Program for Medical Travel Services,https://www.linkedin.com/in/karentimmons
Kelly (Irene) Fischer,Chief Operating Officer,Hospice and Palliative care of Northeastern Illinois,"Chief Operating Officer at JourneyCare, Formerly Hospice and Palliative Care of Northeastern Illinois",https://www.linkedin.com/in/kellyfischerconsulting
Jordon Babcock,Chief Operating Officer,UHS,UHS | Chief Operating Officer | Leadership | Behavioral Healthcare | Clinical Quality | EMBA,https://www.linkedin.com/in/jordonbabcock
Audrey Rosenblatt,,,CRNA Manager/Chief CRNA at Ann & Robert H. Lurie Childrens Hospital of Chicago,https://www.linkedin.com/in/audrey-rosenblatt-07a17775
"Michael Handler, MD, MMM",Chief Medical Officer,Amita Health Alexian Brothers Medical Center & St. Alexius Medical Center,Chief Medical Officer Amita Health Alexian Brothers Medical Center & St. Alexius Medical Center,https://www.linkedin.com/in/michael-handler-md-mmm-40248279
Robert Saqueton,Chief Medical Officer,Lake County Health Department and Community Health Center,"Chief Medical Officer, Lake County Health Department and Community Health Center (LCHD/CHC)",https://www.linkedin.com/in/robertsaqueton
"Jeffrey A. Schwartz, MD, FACEP",Chief Medical Officer,Schumacher Clinical Partners,"Chief Medical Officer, Executive Vice President at Schumacher Clinical Partners, President Health Navigator",https://www.linkedin.com/in/jeffrey-a-schwartz-md-facep-0a487314
Melissa Pillote,Chief Content Officer,DoveMed Ltd.,Chief Content Officer at DoveMed Ltd. | Master of Science in Law | Intellectual Property | Content Management,https://www.linkedin.com/in/melissapillote
Ric Olson,Chief Executive Officer,Lessons Learned Solutions,"Chief Executive Officer at Lessons Learned Solutions, LLC Long-Term Care Non-Profit",https://www.linkedin.com/in/ricwolson
Michael Kelleher,Chief Medical Officer,Ann & Robert H. Lurie Childrens Hospital of Chicago,Chief Medical Officer at Ann &amp; Robert H. Lurie Children&#39;s Hospital of Chicago,https://www.linkedin.com/in/michael-kelleher-877369104
Ian Crook,,,Chief Operating Officer at Itex Company,https://www.linkedin.com/in/iacrook
Donna Hart,,,Chief Information Officer at Cook County Health and Hospitals System,https://www.linkedin.com/in/donna-hart-76a26b10
Jeffrey Voigt,Chief of Operations,"A-TEC Ambulance, Inc.",Delivering Award Winning & Reliable Medical Transport to Care-driven Healthcare Organizations in the Chicagoland Area,https://www.linkedin.com/in/jeffreyvoigt-a-tec
Luke Salomone,Chief Strategist,Bright Idea Media Solutions,Medical professional with experience in psychology and informatics.,https://www.linkedin.com/in/ldsalomone
"Randy Williams, MD",Chief Blogger,The Pharos Forum,"CEO, Pharos Innovations",https://www.linkedin.com/in/randy-williams-md-498a901
Andrew Shadid,Chief Catalyst,Genesis Orthopedics & Sports Medicine,Catalyst and Entrepreneur | Currently at Genesis Orthopedics,https://www.linkedin.com/in/andrew-shadid-a539a151
Gary Duffy CHFM,Chief Engineer,Swedish Covenant Hospital,Engineering Manager at Swedish Covenant Hospital,https://www.linkedin.com/in/gary-duffy-chfm-0596b430
Ray Olano,Chief / Director,Starved Rock Trail Safety,Paramedic at Superior Air-Ground Ambulance Service,https://www.linkedin.com/in/ray-olano-a0023095
Gail Chase,Chief Frog,"Big Frog Custom Shirts and More of Shorewood, Il",Big Frog custom Design shirts and more franchise owner,https://www.linkedin.com/in/gail-chase-a52b67a
Becky Jakymec,Chief technologist,Ingalls Memorial Hospital,Manager of Radiology at Ingalls Memorial Hospital,https://www.linkedin.com/in/becky-jakymec-878b8967
Dennis Hong,Chief of Medicine,Mercy Hospital and Medical Center,Medical Director Intensive Care Unit at Mercy,https://www.linkedin.com/in/dennis-hong-0a13bb32
Samer Hassan,Editor In Chief,Journal for Pre-Health Affiliated Students (JPHAS),--,https://www.linkedin.com/in/samer-hassan-b66602133
Larry Walsh,Fire Chief,Gilman Community Fire Protection District,BMET III at GE Healthcare,https://www.linkedin.com/in/larry-walsh-27596421
Gary Marshall,Chief Resident,Presence Saints Mary and Elizabeth Medical Center,Resident Physician at Presence St. Mary,https://www.linkedin.com/in/gary-marshall-11350992
Bipan Chand,Chief MIS,Loyola University Medical Center,at,https://www.linkedin.com/in/bipan-chand-33a55275
Mike Tallarico,Chief resident,Loyola University Medical Center,Hematology/Oncology Fellow at University of Chicago Medicine,https://www.linkedin.com/in/mike-tallarico-6b9b9280
Wenyu Pan,ECMH Chief,"Northwestern University, Feinberg School of Medicine","Medical Student, Northwestern University Feinberg School of Medicine",https://www.linkedin.com/in/wenyupan1
"Joseph Potenzone, MSN, RN",Crew Chief,Glen Ridge Volunteer Ambulance Squad,Registered Nurse,https://www.linkedin.com/in/joseph-potenzone-msn-rn-b243016
David Dimitri Kelner,Chief of Psychiatry,Cermak Health Services of Cook County DOC,Head of the Department of Mental Health at Cermak Health Services,https://www.linkedin.com/in/david-dimitri-kelner-4a396415
"Ken Behr RPh, MBA",Chief Operating Officer,"Health Research Institute, Inc.","Chief Operating Officer, Health Research Institute, Inc. and Director of Pharmacy Health Research Institute Pharmacy",https://www.linkedin.com/in/ken-behr-rph-mba-796a0a16
Pat OConnor,Chief Operating Officer,Morris Hospital and Healthcare Centers,"Chief Operating Officer, (COO) Morris Hospital and Healthcare Centers",https://www.linkedin.com/in/pat-oconnor-2340469
Taghrid Altoos,Chief Resident,Loyola University Medical Center,Radiation Oncology Resident Physician at Loyola University Medical Center,https://www.linkedin.com/in/taghrid-altoos-03840136
Sarah Lowthorp Hornsby,Chief Human Resources Officer,Adreima,Chief Human Resources Officer,https://www.linkedin.com/in/sarah-lowthorp-hornsby-4662304
Caitlin Zulla,"Chief Administrative Officer, OptumCare",UnitedHealth Group,Chief Administrative Officer at OptumCare,https://www.linkedin.com/in/caitlin-zulla-3856b85
Mary Pat Scoltock,Chief Business Development Officer,JourneyCare,Chief Business Development Officer,https://www.linkedin.com/in/mary-pat-scoltock-7926b398
Mark Hagland,"Editor-in-Chief, Healthcare Informatics",Vendome Group,"Editor-in-Chief, Healthcare Informatics",https://www.linkedin.com/in/mark-hagland-b595053
"Jeremy VanDevender, PT",President & Chief Revenue Officer,Ivy Rehab Physical Therapy,President & Chief Revenue Officer,https://www.linkedin.com/in/jvhmc
"Anil Gopinath MD,MMM FACHE,FACP,CPE,CHCQM",Regional Chief Medical Officer,Presence Mercy Medical Center and Presence Saint Joseph Hospital,Regional Chief Medical Officer,https://www.linkedin.com/in/anilbgopinath
Cindy Langston,Chief Analytics & Data Officer,Excellus Blue Cross Blue Shield,Chief Analytics & Data Officer,https://www.linkedin.com/in/cindy-langston-74263834
Gene Diamond,Regional Chief Executive Officer,Franciscan Alliance,Regional Chief Executive Officer,https://www.linkedin.com/in/gene-diamond-b5056111
Tom Golias,Chief Managed Care Officer,Mercy Health (formerly Catholic Health Partners),Chief Managed Care Officer,https://www.linkedin.com/in/tom-golias-781a3b11
Neil Bhalerao,Internal Medicine Chief Resident,JOHN H STROGER JR HOSPITAL,Chief Resident PGY-4,https://www.linkedin.com/in/neil-bhalerao-5586775
"Christina Shessler, MS",Chief Operations & Strategy Officer,Health Plus Physicians Organization,Chief Operations & Strategy Officer,https://www.linkedin.com/in/christina-shessler-ms-9502bb13
David Park,Associate Clinical Chief Physicist,Northwestern Memorial Hospital,Associate Clinical Chief Physicist,https://www.linkedin.com/in/davidpark2
