name,position,company,description,linkedin_url
Rebecca Ruselink,,,"Chief Information Officer at Hulman & Company, Indianapolis Motor Speedway, IndyCar, IMS Productions, Clabber Girl",https://www.linkedin.com/in/rebecca-ruselink-a3783b7
Sean Sweeney,,,Chief Security Advisor at Microsoft,https://www.linkedin.com/in/sean-sweeney-b758424
Anurag Shrivastava,Founder and Chief Executive Officer,Netlink,"Founder and Chief Executive Officer, Netlink",https://www.linkedin.com/in/anurag-shrivastava-5571107
Jim Hutchins,Chief Operating Officer,Earthwave Technologies,"Chief Operating Officer for Earthwave Technologies, Growth-Oriented Tech Leader, making Cloud/SaaS happen since 1988.",https://www.linkedin.com/in/hutchinsjim
Bob Feller,,,Chief Financial Officer at WorkForce Software,https://www.linkedin.com/in/bobfeller
Amy Cook,Chief Talent Leader,UPMC Enterprises,Chief Talent Leader at UPMC Enterprises at UPMC,https://www.linkedin.com/in/amy-cook-187887
Steve Ratliff,Chief Information Officer,Clark Hill PLC,Chief Information Officer / CIO / Change Agent / Global Data Operations / Process Improvement / Operational Metrics,https://www.linkedin.com/in/steveratliff
Chris Adams,,,President & Chief Operating Officer at Park Place Technologies,https://www.linkedin.com/in/chris-adams-a73b31
Jorge Cornejo,,,Chief Information Officer at AM General LLC,https://www.linkedin.com/in/jlcornejo
Sankar Bala,Chief Data Officer,Flagstar Bank,Senior Vice President and Chief Data Officer,https://www.linkedin.com/in/sankarmba
Patrick Falle,Global Chief Evangelist / Founding Investor,Avalara,Global Chief Evangelist,https://www.linkedin.com/in/patrickfalle
Ashley Vukovits,,,Former Chief Financial Officer at Interactive Intelligence,https://www.linkedin.com/in/ashley-vukovits-95489b101
Terry Flood,,,Chief Financial Officer at Liquid We,https://www.linkedin.com/in/terry-flood-033586
John Brady,,,Chief Information Security Officer at Secure-24,https://www.linkedin.com/in/john-brady-447b9a25
Asif Khan,Chief Cloud Architect - CVP,FCA Fiat Chrysler Automobiles,Chief Cloud Architect Specializing in IoT Integrations,https://www.linkedin.com/in/askhan
John Ludwig,,,Chief Financial Officer at Octiv,https://www.linkedin.com/in/john-ludwig-987bb64
Isaac Rousso,,,Chief Enterprise Architect at Delphi,https://www.linkedin.com/in/isaac-rousso-7531451
Derek Brown,Chief Information Security Officer & VP of Corporate Applications,Allegheny Health Network,Chief Information Security Officer at West Penn Allegheny Health System,https://www.linkedin.com/in/derek-brown-29a1973
Mark Ruma,,,"Chief Architect of Growth (COO) at EPITEC, INC.",https://www.linkedin.com/in/markruma
Patrick Kara,"Regional Chief Operations Officer (COO), APAC",BMW Financial Services,"Regional Chief Operations Officer (COO), Asia Pacific (APAC) at BMW Financial Services",https://www.linkedin.com/in/patrick-kara-19351a11
Gene Horlander,Chief Information Officer,Techniks Industries,Chief Information Officer,https://www.linkedin.com/in/genehorlander
Paul DiMarzo,,,Chief Financial Officer at Duo Security,https://www.linkedin.com/in/paul-dimarzo-76426a3
Mark Coy,,,Chief Human Resources Officer at Summa Technologies,https://www.linkedin.com/in/mark-coy-48ba46
John Byxbee,,,Chief Revenue Officer at Flo-Tech,https://www.linkedin.com/in/john-byxbee-2b26178
Dan Havelka,,,Vice President and Chief Information Officer at GCA Services Group,https://www.linkedin.com/in/dan-havelka-14b67b2
Jeff Moser,,,Chief Architect at Kaggle,https://www.linkedin.com/in/jeffreydmoser
Brett Sharp,,,Chief Financial Officer at Enterprise Health,https://www.linkedin.com/in/brett-sharp-2811256
Jane Lam,,,"Partner, Chief Marketing Officer at Dealer Tire",https://www.linkedin.com/in/jalam
Steve Warren,,,Chief Revenue Officer at Mapp Digital,https://www.linkedin.com/in/steve-warren-1207273
Ken Hill,Senior Vice President & Chief Technology Officer,Expedient,Senior Vice President & Chief Technology Officer,https://www.linkedin.com/in/ken-hill-073aa5
Eric Willis,"EVP, Chief Operating Officer",Kiriworks,"EVP, Chief Operating Officer",https://www.linkedin.com/in/ericwillis
Rick Gardinier,Chief Digital Officer (Partner),BRUNNER / BHiveLa,"Partner, Chief Digital Officer",https://www.linkedin.com/in/gardinier
Tim Weatherford,Chief Opportunity Officer - Co Owner,"TWeatherford, Inc.","TWeatherford, Inc. Chief Opportunity Officer - Co Owner, TWeatherford, Inc.",https://www.linkedin.com/in/tim-weatherford-a3942a4
Mike Reffeitt,,,Chief Business Officer at ClearObject,https://www.linkedin.com/in/mike-reffeitt-97b3594
Andrew Hittle,"Chief Customer Officer, SVP of Customer Services",Dynatrace,"Chief Customer Officer, SVP of Customer Services",https://www.linkedin.com/in/andrew-hittle-5b60b91
John Annakin,Chief Revenue Officer,ClearObject,"Chief Revenue Officer, ClearObject",https://www.linkedin.com/in/john-annakin-a76abb12
Enrico (Rico) Digirolamo,Chief Financial Officer,Covisint,Chief Financial Officer at Covisint and Board Member Metromedia International Group,https://www.linkedin.com/in/enrico-rico-digirolamo-7b669320
LTC Consuello Hodges,,,Assistant Chief of Staff G6 at 316th Expeditionary Sustainment Command,https://www.linkedin.com/in/ltc-consuello-hodges-5ba15215
Marty McGreevy,,,Chief Operations Officer at NeverBounce,https://www.linkedin.com/in/marty-mcgreevy-53111b13
Brad Baumgartner,Chief Operating Officer,Questar Assessment Inc.,"Chief Operating Officer at Questar Assessment, Inc.",https://www.linkedin.com/in/brad-baumgartner-1a04423
Ryan Pfenninger,Chief Technology Officer,250ok,Chief Technology Officer - 250ok,https://www.linkedin.com/in/ryanpfenninger
Joe Aho,,,Chief Financial Officer at Compuware,https://www.linkedin.com/in/josephaho
Sri Rajagopalan,Head of Infrastructure Technology - Chief Technology Officer,TD Auto Finance US at TD Auto Finance,Head of Infrastructure Technology - Chief Technology Officer at TD Auto Finance US,https://www.linkedin.com/in/sri-rajagopalan-12641313
Jay Lytle,,,Vice President and Chief Information Officer at Goodwill of Central & Southern Indiana,https://www.linkedin.com/in/jayclytle
Morgan Llewellyn,Chief Operating Officer - Data Analytics,KSM Consulting,Chief Operating Officer - Data Analytics,https://www.linkedin.com/in/morgan-llewellyn-3a838a89
Mark Tomasetti,,,Chief Technology Officer at PartsSource Inc.,https://www.linkedin.com/in/marktomasetti
Ashish Desai,Chief Strategy Officer & EVP Business Development,"The Most Group, Inc.",Chief Strategy Officer & EVP Business Development @ The Most Group,https://www.linkedin.com/in/ashishdesai1
Carol Smith,,,Chief Information Officer at DePauw University,https://www.linkedin.com/in/clsmithdpu
Myles Grote,"Co-Founder, Chief Success Officer",Upper Hand,Chief Success Officer at Upper Hand,https://www.linkedin.com/in/myles-grote-b613a57
Chris Seeger,,,Chief Sales Officer at talentReef,https://www.linkedin.com/in/chris-seeger-39b3a25
Brian Conboy,Chief Optimization Officer,ITSM Leaders,Chief Optimization Officer at ITSMLeaders,https://www.linkedin.com/in/brianconboy
Erick Joseph,President and Chief Executive Officer,Renaissance Electronic Services,"President and Chief Executive Officer at Renaissance Electronic Services, LLC",https://www.linkedin.com/in/erickpjoseph
Scott Rolf,Chief Information Officer,Tucker Ellis LLP,Chief Information Officer - Tucker Ellis LLP,https://www.linkedin.com/in/scottrolf
Tim Kiggins,,,Chief Security Officer/Chief Information Security Officer at Teradata,https://www.linkedin.com/in/tim-kiggins-68687b91
Megan Dixon,,,Chief of Staff at DoubleMap,https://www.linkedin.com/in/megan-dixon-66324573
George McKee,President & Chief Executive Officer,"Profituity, LLC",President & Chief Executive Officer at Profituity,https://www.linkedin.com/in/george-mckee-96b64b5
Tim Maginn,Chief Operating Officer,"T2 Systems, Inc.",Chief Operating Officer,https://www.linkedin.com/in/tim-maginn-736b442
Ken Sexton,Chief Financial Officer,"Encompass Digital Media, Inc.",Chief Financial Officer,https://www.linkedin.com/in/ken-sexton-941a73
Doug Hart,,,"Chief Information Officer (CIO) & Director of Client Services at TelSpan, Inc.",https://www.linkedin.com/in/douglasscotthart
David Jansen,Distinguished System Engineer - Chief Technology Office Global Enterprise Segment,Cisco Systems at Cisco,Distinguished System Engineer - Chief Technology Office Global Enterprise Segment at Cisco Systems,https://www.linkedin.com/in/david-jansen-07b0797
Craig Hardtke,,,Chief Information Officer at Honigman Miller Schwartz and Cohn LLP,https://www.linkedin.com/in/craig-hardtke-70ab365
Jared Linder,"Chief Information Officer, Family and Social Services Administration",State of Indiana,Chief Information Officer at Indiana Family and Social Services Administration,https://www.linkedin.com/in/jblinder
Aaron Mendelsohn,,,Director - Chief Data Privacy Officer at Ingram Micro,https://www.linkedin.com/in/aamendelsohn
Brett Chouinard,,,Chief Operating Officer at Altair Engineering,https://www.linkedin.com/in/brett-chouinard-7892481
Tim Harvey,,,Chief Financial Officer at Scale Computing,https://www.linkedin.com/in/tim-harvey-73242
David Baisley,,,Interim Chief Information Officer at Carnegie Mellon University,https://www.linkedin.com/in/david-baisley-9117224
Amit Soni,,,Chief Technology Officer at Netlink,https://www.linkedin.com/in/amit-soni-254b223
Fred Seidelman,"SVP, Chief Technology Officer",MRM worldwide,"EVP, Chief Technology Officer at MRM worldwide",https://www.linkedin.com/in/fred-seidelman-0351662
Jeff Middlesworth,,,"Chief Product Officer at Emma, Inc",https://www.linkedin.com/in/jmiddlesworth
Chris Brown,Chief Operating Officer,hc1.com Inc.,Chief Operating Officer at hc1.com,https://www.linkedin.com/in/chris-brown-8241a51
Mark Thomas,,,Chief Architect at Progressive Insurance,https://www.linkedin.com/in/markdthomas
Jerrod Carter,Chief Information Officer,Wheaton World Wide Moving,Chief Information Officer at Wheaton World Wide Moving | Bekins Van Lines | Clark & Reid,https://www.linkedin.com/in/jerrodcarter
Ron Aderhold,,,Associate Managing Director & Chief Information Officer at ASM International,https://www.linkedin.com/in/ronaderhold
Dom Glavach,CSO and Chief Security Strategist,CyberSN (cybersn.com),"CSO and Chief Security Strategist at CyberSN.com, Making Job Searching and Hiring Simpler!",https://www.linkedin.com/in/dom-glavach-ab432017
Jennifer Radivoj-Ristic,Chief Marketing Officer,WEYV,Chief Marketing Officer,https://www.linkedin.com/in/jenniferristic
Michael Dawisha,Chief Information Officer,Michigan State University,Chief Information Officer (CIO) at Residential and Hospitality Services division of Michigan State University,https://www.linkedin.com/in/dawisha
Lance Miller,,,Chief Technology Officer at McCann Worldgroup,https://www.linkedin.com/in/lance-miller-6485061
Bernard Dion,"Chief Technical Officer, Systems Business Unit","ANSYS, Inc.","Chief Technical Officer, Systems Business Unit at ANSYS",https://www.linkedin.com/in/bernarddion
Jason Taylor,Chief Operating Officer,MCPc,Chief Operating Officer,https://www.linkedin.com/in/jasonhtaylor
Christopher Brallier,Vice President Product Development / Chief Technology Officer,GenerationOne,VP of Product Development / Chief Technology Officer,https://www.linkedin.com/in/christopherbrallier
David Egts,,,"Chief Technologist, North America Public Sector at Red Hat",https://www.linkedin.com/in/davidegts
Steve Bence,,,Chief Growth Officer at OpenTempo,https://www.linkedin.com/in/steve-bence-4911832
Doug Wnorowski,Chief Operations Officer,Colibri Learning (formerly McKissock),Chief Operations Officer at Colibri Learning,https://www.linkedin.com/in/doug-wnorowski-624a49
Adam Heeter,Chief Executive Officer,Lightwell (formerly Oxford Consulting Group),Chief Executive Officer,https://www.linkedin.com/in/adamheeter
Doug Hooton,Chief Customer Officer,WebLink International,Chief Customer Officer (CCO),https://www.linkedin.com/in/doughooton
Anthony Steffens,Chief Information Officer,Parda Federal Credit Union,Chief Information Officer,https://www.linkedin.com/in/anthony-steffens-a491476
Jonathan Colby,Chief Operating Officer,"OpenArc, LLC.",Chief Operating Officer,https://www.linkedin.com/in/jonathan-colby-a6b74a1
Christopher Hayes,,,Chief Technology Officer at Net Health Systems,https://www.linkedin.com/in/christopher-hayes-258a52
Rob Darragh,Chief Financial Officer,Lochbridge/OpTech,Chief Financial Officer,https://www.linkedin.com/in/rob-darragh-2732977
Lynsie Campbell,,,Founder & Chief Cyclist at LaneSpotter,https://www.linkedin.com/in/lynsiecampbell
Sean Laurell,Chief Operations Officer,Viewpointe,Chief Operating Officer at Viewpointe,https://www.linkedin.com/in/sean-laurell-94311a1
Bruce Friedman,,,Chief Operating Officer at VisionIT,https://www.linkedin.com/in/brucefriedmanvisionit
Jeff Marshall,,,"Chief Administrative Officer and CFO at Trademark Global, LLC",https://www.linkedin.com/in/jeff-marshall-332237
Greg Flanik,Chief Information Officer,Baldwin-Wallace University,Chief Information Officer at Baldwin Wallace University,https://www.linkedin.com/in/gregflanik
J. Aaron Schmid,Chief Operating Officer,Autobooks.co,Chief Operating Officer at Autobooks,https://www.linkedin.com/in/jaaronschmid
Gary Russ,"Chief Operating Officer & Director, nddPrint, Inc.",nddPrint North America,"Chief Operating Officer & Director, nddPrint, Inc.",https://www.linkedin.com/in/grruss
Nick Rose,,,Chief Technical Officer at Enzu Inc.,https://www.linkedin.com/in/bdwarr6
Richard Corso,Chief Revenue Officer,Wolfe.com,Chief Revenue Officer,https://www.linkedin.com/in/richard-corso-bb33394
"David Leonard, CISSP",Executive Advisor to the Chief Information Security Officer,WellPoint,"Executive Advisor to the Chief Information Security Officer, Experienced Security Manager",https://www.linkedin.com/in/david-leonard-cissp-1082222
Chris Landis,Chief Strategy Officer,WebLink International,Chief Strategy Officer @ WebLink International,https://www.linkedin.com/in/clandis
Patrick Miller,Chief Innovation Officer,Deeplocal,"Chief Innovation Officer, Deeplocal",https://www.linkedin.com/in/patrickdkmiller
Chris Hallendy,,,Chief Architect at Resolute Building Intelligence,https://www.linkedin.com/in/chris-hallendy-01a28517
Timothy McGuire,,,"President & Chief Analytics Officer, Vice Chairman at Management Science Associates, Inc.",https://www.linkedin.com/in/timothy-mcguire-8a53ab6
Greg Gruning,Chief Revenue Officer,Segmint,Chief Revenue Officer,https://www.linkedin.com/in/greg-gruning-b549914
Troy Matheny,,,"Chief Information Officer at UCB, Inc.",https://www.linkedin.com/in/troy-matheny-1a87142
David Koegler,,,Chief Financial Officer at Niche.com,https://www.linkedin.com/in/davekoegler
Vanessa Williams,,,"VP, Chief Legal Counsel & Global Privacy Officer at IHS",https://www.linkedin.com/in/vanessa-williams-a4158a7
Jeffrey Natale,SVP Chief Information Technology & Admin Svcs Director,MARC USA,SVP/Chief Information Technology & Admin Svcs Director at MARC USA,https://www.linkedin.com/in/jeffnatale1
David Higbie,,,Chief Commercial Officer at Modelon,https://www.linkedin.com/in/davidhigbie
Tom Kilcoyne,,,Chief Operating Officer at CloudOne,https://www.linkedin.com/in/tom-kilcoyne-69b9235a
Mike Morrison,,,Chief Revenue Officer at Equian,https://www.linkedin.com/in/mike-morrison-91b20710
Leo Vigeant,,,Chief Technology Officer at Park Place Technologies,https://www.linkedin.com/in/lvigeant
Don Bender,,,"Chief Technology Director at GAI Consultants, Inc.",https://www.linkedin.com/in/don-bender-a363402
"John Doan, CISSP, ISSAP",Chief Cybersecurity Architect,M&T Bank,Chief Cybersecurity Architect at M&T Bank,https://www.linkedin.com/in/john-doan-cissp-issap-a20932
Mark Walz,,,Chief Architect at Tweddle Group,https://www.linkedin.com/in/markwalz
Dale Gilardi,,,Chief Financial Officer at Directworks,https://www.linkedin.com/in/dgilardi
Chad DeHart,,,"Chief Information Officer at Calfee, Halter & Griswold LLP",https://www.linkedin.com/in/chad-dehart-9804199
Dennis McDermott,,,Chief Marketing Officer at Fischer International Identity,https://www.linkedin.com/in/mcdermottdennis
Ed Helmuth,Chief Information Officer,TradeGlobal,"Chief Information Officer at TradeGlobal, Owner and Consultant at Keystone Services Solutions",https://www.linkedin.com/in/ed-helmuth-9b79633
Cornelius J. van Dyk,Chief SharePoint Architect,SharePoint MVP Network LLC,Chief SharePoint Architect,https://www.linkedin.com/in/cjvandyk
Charlie Craine,Chief Technology Officer and Corporate Director Data Products,Meister Media Worldwide,Chief Technology Officer (CTO) | Digital Media Executive,https://www.linkedin.com/in/charliecraine
Donna Myers,,,Chief Operating Officer at Salsa Labs,https://www.linkedin.com/in/donna-myers-09786288
Megan Ornellas,,,Chief Operating Officer at TCC Software Solutions,https://www.linkedin.com/in/megan-ornellas-a9064462
Mike Rich,,,Chief Financial Officer at OnShift,https://www.linkedin.com/in/mikerich2
Robert Anzivino,,,Chief Technology Officer at Billhighway,https://www.linkedin.com/in/robert-anzivino-9626a23
Brian Palagyi,,,Chief Technologist - DevOps/ADM/Enterprise Agile at Hewlett Packard Enterprise,https://www.linkedin.com/in/brian-palagyi-88a8b41
John Wejman,,,Chief Financial Officer at AmeriClean Distributors,https://www.linkedin.com/in/john-wejman-4547bb19
Brad Rogers,,,Chief Operating Officer at RouteOne,https://www.linkedin.com/in/brad-rogers-bb19308
Ted Shorter,,,Chief Technology Officer at Certified Security Solutions,https://www.linkedin.com/in/ted-shorter-a84ab17
Nicole Capuana,,,Chief Experience Officer at LaunchVector,https://www.linkedin.com/in/ncapuana
Dennis Ong,Internet of Things (IoT) Chief Solution Architect - Director,Nokia Bell Labs,IoT Chief Architect - Director,https://www.linkedin.com/in/dennisong
Martin Coyne,,,Chief Technology Officer at Connected Investors,https://www.linkedin.com/in/mcoyne
Bruce A. Duff,,,Chief Executive Officer at ARCOS LLC,https://www.linkedin.com/in/bruceaduff
Steve Kokotovich,,,Chief Operating Officer at NTM National Technology Management,https://www.linkedin.com/in/steve-kokotovich-5b118b
Christopher Holloman,,,Chief Data Scientist at Information Control Company,https://www.linkedin.com/in/christopher-holloman
"Ahmed Ismail, TOGAF, PMP, PMI-ACP, ITIL, ECH",Chief Operating Officer / Chief Financial Officer / Head of Compliance,Life for Relief and Development,Chief Operating Officer / Chief Financial Officer Operations / Head of Compliance at Life for Relief and Development,https://www.linkedin.com/in/ahmedismail4
Matt Sarkesian,,,Chief Technology Officer at Logic Solutions,https://www.linkedin.com/in/mattsarkesian
Pete Brown,Chief Automotive Architect,Wind River Systems,Chief Automotive Architect,https://www.linkedin.com/in/pete-brown-8a09401
Ganapathy (Ganpy) Nataraj,Cofounder // Cheerleader in Chief,Cabaana Inc.,Co-founder and Cheerleader in Chief at Cabaana,https://www.linkedin.com/in/ganpy
Steve Ritter,Chief Scientist,Carnegie Learning,Founder and Chief Scientist,https://www.linkedin.com/in/steve-ritter-455427
Daniel Heffernan,Vice President and Chief Product Manager,AdvantageCS,Vice President & Chief Product Manager,https://www.linkedin.com/in/daniel-heffernan-0631474
Steve Wunderle,,,Chief Information Officer at Gallagher Sharp,https://www.linkedin.com/in/swunderle
Anthony Joy,,,Chief Information Officer at Cleveland Metroparks,https://www.linkedin.com/in/anthony-joy-6682581
Larry Trenga,,,Chief Information Officer at Family Services of Western Pennsylvania,https://www.linkedin.com/in/larry-trenga-b06a92
Robert Patterson Jr.,Chief Strategist & Senior Enterprise Architect,Hewlett-Packard,"Chief Strategist & Senior Enterprise Architect - Enterprise Data & Analytics, Hewlett-Packard",https://www.linkedin.com/in/robertcpattersonjr
Mitch Shields,Chief Technology Officer,Bluebridge Digital,Chief Technology Officer,https://www.linkedin.com/in/mitchshields
Michael Higgins,Chief Technology Officer,"Rhiza, A Nielsen Company","Chief Technology Officer at Rhiza, a Nielsen Company",https://www.linkedin.com/in/michael-higgins-4a58
Celeste Tito Callahan,,,Chief Technology Counsel at FCA US LLC,https://www.linkedin.com/in/celeste-tito-callahan-b1249318
Michael Pointer,,,Chief Scientist at Yippy,https://www.linkedin.com/in/michaelpointer
Derek Jeremias,Chief Technology Officer (LoyalTree) and Vice President of Engineering (SessionM),SessionM,Accomplished Chief Technology Officer,https://www.linkedin.com/in/derek-jeremias
Dale McCrory,,,Co-founder and Chief Product Officer at Lingk Inc.,https://www.linkedin.com/in/dalemccrory
Katie Harding,,,Chief Operating Officer at JOOL Health,https://www.linkedin.com/in/katie-harding-107abb1
Bob Pawlowski,,,Chief Technology Officer at WeSpeke,https://www.linkedin.com/in/bob-pawlowski-062769
Markeith Weldon,,,Chief Executive Officer at Weldon Enterprise Global IT,https://www.linkedin.com/in/markeith-weldon-8316a447
Rick Palumbo,,,"Chief Operating Officer at Summit IT Solutions, Inc.",https://www.linkedin.com/in/rick-palumbo-88b15321
Prasanna Srinivasan,Assistant Chief Engineer - Telematics System,Cummins Inc.,Assistant Chief Engineer (Product Connectivity - Telematics) at Cummins Inc.,https://www.linkedin.com/in/prasannasrinivasan
Mark Newton \xe2\x9c\x94 Business IT Support,,,Chief Operations Officer at Bulldog IT Services,https://www.linkedin.com/in/marklnewton
Traci Dossett,,,Chief Operating Officer at Software Engineering Professionals (SEP),https://www.linkedin.com/in/tracidossett
Jamie Georgeson,C.O.W. (Chief of Whatever),JG2,"JG2 - COW, Chief of Whatever",https://www.linkedin.com/in/jamiegeorgeson
Ray Valentine,Chief Technology Officer,KM2 Solutions,Chief Technology Officer,https://www.linkedin.com/in/rayvalentine
Matthew McVey,Acting Chief Information Officer,HealthSource Chiropractic Progressive Rehab & Wellness,Open availability for consultative roles. Acting Chief Information Officer ( CIO ),https://www.linkedin.com/in/matthewmcvey
William Clark,,,President and Chief Technology Officer at Pivot22,https://www.linkedin.com/in/william-clark-4b71a727
Kevin Gulley,,,Chief Information Officer and Chief Technology Officer at Indiana Department of Revenue,https://www.linkedin.com/in/kevin-gulley-b053161
Bryan Greene,,,"Chief Operating Officer at AthleteTrax, LLC",https://www.linkedin.com/in/bryan-greene-43406595
Thomas Wash,Chief Technology Officer,Boostup,Chief Technology Officer at BoostUp,https://www.linkedin.com/in/tom-wash
Bob Chika,,,Chief Everything Officer at Auto Loan Options,https://www.linkedin.com/in/bob-chika-a6364151
Jay Gubbala,,,Chief Solution Architect at SoftPath Technologies LLC,https://www.linkedin.com/in/jay-gubbala-6673a751
Frank Chahulski,Chief Information Officer,Century Federal Credit Union,Chief Information Officer and Director of IT at Century Federal Credit Union,https://www.linkedin.com/in/fchahulski
Anthony Zuccolotto,,,"Chief Executive Officer at Psychology Software Tools, Inc.",https://www.linkedin.com/in/anthonyzuccolotto
Adam Dickinson,Chief Information Officer,Ellucian,Chief Information Officer,https://www.linkedin.com/in/adam-dickinson-01482811
Joey Grover,,,"Chief Technology Officer at Livio, Inc. - Subsidiary of Ford Motor Company",https://www.linkedin.com/in/joey-grover-05b9731a
Mike McCann,,,President and Chief Operating Officer at Pepper Construction Co. of Indiana,https://www.linkedin.com/in/mike-mccann-92587b9
Rob Petty,,,"Chief Information Officer at City of Novi, Michigan",https://www.linkedin.com/in/rob-petty-297ab17
Kyle Shea,,,"Chief Technology Officer at Tarus, LLC",https://www.linkedin.com/in/kyle-shea-5b49246
Marc Schwachter MD,,,Chief Operating Officer at GlobalCastMD,https://www.linkedin.com/in/mschwachter
Bruce Hoffman,,,Chief Sales Officer at Tierney Brothers Inc.,https://www.linkedin.com/in/bruce-hoffman-9179884
Michael Garrett,Chief Operating Officer and Partner,Cirrus Group LLC,Chief Operating Officer (COO) | Partner at Cirrus Group LLC,https://www.linkedin.com/in/michaelgarrett1
Nick Sloan,,,Founder and Chief Technology Officer at UpContent,https://www.linkedin.com/in/nickasloan
Jeff Neville,Chief Financial Officer,"CardinalCommerce Corporation, a VISA Company",Chief Financial Officer at CardinalCommerce,https://www.linkedin.com/in/jeff-neville-5a09335
John Dzelme,Global Chief Operating Officer (COO),Seabrook Technology Group,Global Chief Operating Officer (COO),https://www.linkedin.com/in/johndzelme
Mark Salamango,Chief Information Officer,University of Michigan Center for Integrative Research in Critical Care,Chief Information Officer - MCIRCC University of Michigan,https://www.linkedin.com/in/marksalamango
Brian LeRoy,,,Chief Technology Officer at FIT Technologies,https://www.linkedin.com/in/brleroy
Herman Chandiramani,,,"Chief Executive Officer at Ohio Investments, LLC",https://www.linkedin.com/in/linkedherman
Quentin Law,,,Chief Financial Officer at Orchard Software,https://www.linkedin.com/in/quentin-law-350a09
Chris Riester,,,Chief Information Officer at Indiana Bureau of Motor Vehicles,https://www.linkedin.com/in/chrisriester
Jack Grushko,,,Chief Executive Officer at CLC Direct,https://www.linkedin.com/in/clcdirect
Joshua Marshall,Chief of Technology & Operations,Indiana Management and Performance Hu,Chief of Technology & Operations,https://www.linkedin.com/in/joshua-marshall-b1ab408
Jeff Comer,,,Chief Technology Officer at CASNET,https://www.linkedin.com/in/jeffcomer
Sean Connors,,,Chief Operating Officer at Club Prophet Systems,https://www.linkedin.com/in/seanconnorspgh
Craig Huke,,,Chief Financial Officer at Orbis Education,https://www.linkedin.com/in/craig-huke-b742626
Scott Weiss,,,Chief Technology Officer at StreamLink Software,https://www.linkedin.com/in/scott-weiss-2164921
Jeff Bonasso,,,Vice President / Chief Technology Architect at Korn Ferry,https://www.linkedin.com/in/jeff-bonasso-86658
Joshua Pressnell,Chief Technology Officer,Penthera Technologies,Chief Technology Officer,https://www.linkedin.com/in/joshua-pressnell-2241489
Charlotte Decker,Chief Information Officer,UAW Retiree Medical Benefits Trust,Chief Information Officer at UAW RMBT,https://www.linkedin.com/in/charlottedecker
Jeff Westcott,Chief Leisure Officer,Family & Myself,Chief Leisure Officer for Family & Myself,https://www.linkedin.com/in/jeff-westcott-1aba0a4
Matthew Koshay,,,Chief Architect - Commercial Applications at GE Oil & Gas,https://www.linkedin.com/in/koshay
Doug Hobson,,,Chief Technology Officer at myCOI,https://www.linkedin.com/in/doug-hobson-9b78912
Doug Martino,Chief Architect SAP HANA Global Center of Excellence,SAP,Chief Architect at SAP,https://www.linkedin.com/in/dougmartino
Cornel Ivanescu,Chief Technology Strategist - Owner,Urban Verve,"CEO, CI Web Design Inc & Chief Technology Strategist @ UrbanVerve - Web Development, IT Services,CITO @ MyBarWebsite.com",https://www.linkedin.com/in/cornelivanescu
Michael Esposito,,,Chief Operating Officer at Applications2U,https://www.linkedin.com/in/michael-esposito-104b3951
Shuvdeep Bhattacharya,,,Chief PLM Architect at Lear Corporation,https://www.linkedin.com/in/shuvdeep-bhattacharya-0534391
John Bissa,,,Chief Information Officer at Imperial Marketing,https://www.linkedin.com/in/john-bissa-96763a
Marvin Baker,Chief Operating Officer,ACE,Chief Operating Officer/IT Sales Manager at ACE,https://www.linkedin.com/in/marvinbaker1
Dan Strom,,,Chief Information Officer at Jewish Federation of Cleveland,https://www.linkedin.com/in/dan-strom-3a9a917
Tony Petras,"Executive Vice President, Chief Operating Officer EDI Services","Quadax, Inc.","Chief Operating Officer, EDI Services, Quadax, Inc.",https://www.linkedin.com/in/tony-petras-59a90b7
Justin Bolles,Chief Executive Officer,Rundown,Chief Operating Officer at Rundown,https://www.linkedin.com/in/justinbolles
David Dombrosky,,,Chief Marketing Officer at InstantEncore.com,https://www.linkedin.com/in/daviddombrosky
Brandon Kenney,,,"Chief Operations Officer at TTx, Inc.",https://www.linkedin.com/in/brandon-kenney-6648673
Greg Guracech,"Vice President, Chief Operating Officer / Chief Financial Officer","Creative Breakthroughs, Inc.","Vice President, Chief Operating Officer/ Chief Financial Officer at Creative Breakthroughs, Inc.",https://www.linkedin.com/in/greg-guracech-9088952
Ken Aubrey,,,Chief Revenue Officer at ATP,https://www.linkedin.com/in/ken-aubrey-a1b6002
Ed Kuzemchak,Chief Technology Officer and Director of IoT and Embedded Systems Engineering,"Software Design Solutions, Inc.","Chief Technology Officer and Director of IoT at Software Design Solutions, Inc.",https://www.linkedin.com/in/edkuzemchak
Max Swartz,President and Chief Executive Officer,"Ascended Enterprises, LLC.","President and Chief Executive Officer at Ascended Enterprises, LLC",https://www.linkedin.com/in/max-swartz-5bb3b4a5
Bryan Shantery,,,Vice President & Chief Information Officer at Selman & Company,https://www.linkedin.com/in/bryan-shantery-695002a4
Pritipal Aulakh,Chief Operating Officer (COO) for Automotive & Industrial,Hewlett-Packard,Chief Operating Officer (COO) Automotive & Industrial,https://www.linkedin.com/in/pritipal-aulakh-26491582
Vivek Devaraj,,,"Chief Operating Officer at TopScore, Inc.",https://www.linkedin.com/in/devarajvivek
Kevin Morin,Chief Technology Officer,"Macro Connect, Inc.",Chief Technology Officer at Macro Connect / Director of Infrastructure at Global Vision Tech,https://www.linkedin.com/in/morinkevin
